Bootstrap_iteration,Delta_RMSE_RCT_minus_3DFin
1162,-0.29749306347776283
1163,-0.22342347516726901
1164,-0.3748185736494398
1165,-0.6525426023375935
1166,-0.23418520534708853
1167,0.6460209786729256
1168,-0.7774846734553882
1169,-0.36724504912757094
1170,-0.39861766798824005
1171,-0.7199568889767152
1172,-0.6015880180459399
1173,-0.7339122239177645
1174,-0.7410027388309861
1175,-0.6165135975788442
1176,-0.7303910065982837
1177,-0.632887751298681
1178,-0.138007853236084
1179,-0.7646135667913998
1180,-0.9743786043019225
1181,-0.26016084927215033
1182,-0.5547017776214234
1183,-1.081315439384293
1184,-0.43573727313314325
1185,-0.8150473930116056
1186,-0.2741280636374659
1187,-0.7611195139693767
1188,-0.5380249914814339
1189,-1.842847285021411
1190,-1.0329224708154232
1191,-0.5892389299949952
1192,-0.21365347202299345
1193,0.1752293946195258
1194,-1.3517650943247297
1195,-1.50621152643222
1196,-0.3351405915687855
1197,-1.0586024822537263
1198,-0.23013280891074928
1199,-1.2357570396119386
1200,-0.0009231956318984658
1201,-0.018733766801684038
1202,-0.4910327605778757
1203,-0.12645996511975288
1204,-0.7225887984692978
1205,-0.3094344761895296
1206,-0.5414222789154759
1207,-0.672304025453393
1208,-0.9786826286012562
1209,-0.31255628575633887
1210,-0.6116895823904167
1211,-0.8499043294489597
1212,0.04238771968376254
1213,-0.33558224698271744
1214,-0.7249863975418234
1215,-0.20745762232826914
1216,-0.4700466560095884
1217,-0.8965363777057642
1218,-1.2761648260399703
1219,-0.2905191383645258
1220,-0.6771575548011382
1221,-0.6297677589902977
1222,-1.1387247299645202
1223,-1.021310693936126
1224,-0.754679762634261
1225,-0.5610723139156859
1226,-0.8366192992470944
1227,-0.7232693929548626
1228,-0.5908566626617482
1229,-1.1692184881838925
1230,-1.3081137082794687
1231,-0.4828394536392926
1232,-1.4106190259758908
1233,-0.5425172168853098
1234,-0.2704140570944342
1235,-0.4316426900412411
1236,-0.29905447692057874
1237,-0.9666537805037416
1238,-0.9065724106371784
1239,-0.26025945882984125
1240,-1.7053738893679138
1241,0.13318155566388623
1242,-1.0977458980597374
1243,-0.6884063129070441
1244,-0.7176164117145296
1245,-0.40787831891461934
1246,-0.9472814230811104
1247,-1.5559025366688375
1248,-0.4003050518108646
1249,-1.174496744217493
1250,-0.6426949816949026
1251,-0.6604071793598132
1252,-0.2134291405977491
1253,-0.9787463599046922
1254,-0.7958882575378725
1255,-0.27355636113440784
1256,-0.07371014780425411
1257,-0.7610981160882877
1258,-1.107847807459394
1259,-0.11336915624653598
1260,-0.10664404941529915
1261,-0.8023215413481922
1262,-0.41867240779330683
1263,-0.5750180200108894
1264,-0.011855344191092243
1265,-0.7446915180960207
1266,-0.4533864330388808
1267,-0.2375990237348684
1268,-1.3516860816347314
1269,-0.5353053726710701
1270,0.08375247931829244
1271,-1.1082202151293314
1272,-0.5607137341890442
1273,-0.6315427405325729
1274,-0.7283270262836863
1275,-0.42001341608607023
1276,-0.9906927878677325
1277,-1.0296992095359352
1278,-1.4335605311402537
1279,-0.8012966148953029
1280,-0.6477520125497445
1281,-0.5936452584538443
1282,-1.1320787390230025
1283,-0.24760316188974318
1284,-0.4201154327995784
1285,-1.1186663551275
1286,-1.052351184725611
1287,-1.3733148454066515
1288,0.05093477029632765
1289,-0.7803402595864073
1290,-1.360782384051782
1291,-0.7688543094733773
1292,-0.8735065873738499
1293,-0.8115345492672952
1294,-0.25497553883517243
1295,-0.5681068378984782
1296,-0.9841988010409244
1297,-1.0160116501668335
1298,-0.38474680778477177
1299,-0.18989720694509638
1300,-0.252006572403509
1301,-0.5434372046397562
1302,-0.20714452305704123
1303,-0.2558521925109014
1304,-1.0166735940801568
1305,-0.743831970067518
1306,-0.9452163606786608
1307,0.631034509880092
1308,-0.7944402698145592
1309,-0.9021132273059194
1310,-0.30888195855015965
1311,-1.0084405832182992
1312,-0.24698187969562535
1313,-0.9270767808941389
1314,-0.7358761704841148
1315,-0.7469059283639252
1316,-1.1412642282684904
1317,-0.6964749171559008
1318,-0.32913538386233565
1319,-0.6473046313980098
1320,-0.6085522952473412
1321,-0.30932546179088893
1322,-0.7063725705950996
1323,-0.5930264698422691
1324,-0.4175674273780028
1325,-0.6330826566241756
1326,-0.3541367479295141
1327,-1.0392332681740721
1328,-0.4283571254243814
1329,-0.8038121949384054
1330,-0.4814352401159052
1331,-0.611627416555784
1332,-0.7179856966478311
1333,-1.2201908370626418
1334,-0.3793591324445744
1335,-0.35047287347726375
1336,-0.2979899159034538
1337,-0.3863361431239123
1338,-0.8520715138513841
1339,-0.26801927342161047
1340,-1.3971915500189251
1341,-1.0287821182935053
1342,-0.39200897929902423
1343,-0.2843720198329889
1344,-0.3773778095864304
1345,-1.2176744358828375
1346,-1.3546451336514371
1347,-0.5352282759027083
1348,-0.4478178420188912
1349,-0.6401616422414271
1350,-1.4921217469480705
1351,-0.9221820722632401
1352,-0.3748280294032025
1353,-0.011872682446156801
1354,-0.011144141439607402
1355,-1.0188706970802233
1356,-0.840610433291666
1357,-0.9037434457799434
1358,-0.32468822756799964
1359,-0.23688890986229638
1360,-0.41217982131767306
1361,-0.17223631145109541
1362,0.08890819681625195
1363,-0.4960635236461255
1364,-0.09886717114386179
1365,-0.5711033953381688
1366,-0.17996210070468943
1367,-1.0456901270482128
1368,0.354188969165109
1369,-0.646760812823105
1370,-0.40335486983852986
1371,-0.10465626302273034
1372,-0.7831526315989312
1373,-0.23617671480375013
1374,-0.1936658071617421
1375,-1.2696674757344597
1376,-0.295173501171591
1377,-0.5861086396267068
1378,-0.7604783399087083
1379,-0.43661163459798846
1380,-0.52254600528027
1381,-1.2246863491141278
1382,0.032019584000979595
1383,-1.0291329004816374
1384,-0.6156971905258906
1385,-1.0594632441473442
1386,-0.29053355746986886
1387,-0.7338898908219587
1388,-0.6940250829160346
1389,-0.8590207924140856
1390,-0.14323918536146474
1391,-0.6110407008561456
1392,-0.2933127198270511
1393,-0.2713407373289898
1394,-1.2964661970846636
1395,0.13207859899268737
1396,-0.6218797856560996
1397,-1.2393247866502204
1398,-0.16109802228377368
1399,-1.5857207617730524
1400,-0.803013396131935
1401,-0.6365953349699325
1402,0.21098141529093128
1403,-0.30602764751643763
1404,-0.48899453207689847
1405,-0.31410550962831607
1406,-1.1516986041421764
1407,-0.535847309189442
1408,-1.1963836065872608
1409,-0.16383450814317957
1410,-0.23460080228373403
1411,-0.8412349173659233
1412,-0.738960530958644
1413,-1.1136218337493584
1414,-0.5482678626759716
1415,-0.09040193992772338
1416,-0.27372622946449887
1417,-0.4694810786513286
1418,-0.2574001717328893
1419,-0.09688603725537459
1420,-0.4412802838268204
1421,-0.9857928220828778
1422,-0.7289514876993874
1423,-0.3971974594751231
1424,-0.25088448044982403
1425,0.30630184709530295
1426,-0.3799558394325495
1427,-0.7392497059506427
1428,-0.8310764318511041
1429,-0.21529177418950507
1430,-0.8371784523054202
1431,-0.8108449929616808
1432,-1.5812675698975882
1433,-0.7728797369781626
1434,-0.7738841905564524
1435,-1.1225889249614327
1436,-0.3701102458953538
1437,-0.202484611954874
1438,-0.2700773407503698
1439,-0.2781327346239164
1440,-1.207927401869938
1441,-0.3399053538360519
1442,-0.7889192131168028
1443,-0.6685665155044882
1444,-0.6051184414697783
1445,-1.652800513400696
1446,-1.123280016330767
1447,-0.36017629658396544
1448,-0.6652169411296569
1449,-0.4847438710047747
1450,-1.071051250767443
1451,-1.5153921753150494
1452,-0.8684419367177114
1453,-0.3704535805592406
1454,-1.1473747179723104
1455,-0.4002290479866153
1456,-0.7909811823200308
1457,-0.5058950136177067
1458,0.23580463859690348
1459,-0.7715071797861479
1460,-0.6736468204789796
1461,-0.7458284450890011
1462,-0.3316114074633232
1463,-1.115455205109826
1464,-0.2753683036812522
1465,-1.0740541384373201
1466,-0.24887559772714685
1467,-1.095838439788397
1468,-0.4406553734850607
1469,-0.06480070030838125
1470,-0.18409792389928858
1471,-0.2646814136981266
1472,-0.3817357225682261
1473,-0.11404453353174482
1474,-0.30593918835758593
1475,-0.5278769938089654
1476,-0.33896400030217455
1477,-0.26017732716053077
1478,-0.7597423475871772
1479,-1.2964807153207842
1480,-0.7058523578506455
1481,-0.8571968391476976
1482,-0.4406203764433885
1483,-0.38101977404860365
1484,-0.5735329255087618
1485,-0.5267111449190591
1486,-0.5470449622944584
1487,-0.47728659088329994
1488,-1.0532969327760802
1489,-0.08460435541484923
1490,-1.120184430339565
1491,-0.7953198224218476
1492,-1.07011219401087
1493,-0.8716687830094276
1494,-0.7237662319700333
1495,-0.6283470819390953
1496,-0.7373471348296876
1497,-0.3000254515714258
1498,-0.657943988636456
1499,-0.35288758214463845
1500,-1.244411924104115
1501,-1.1433163421886685
1502,-0.532745867589328
1503,-0.3966300429563332
1504,-1.0583159799717168
1505,-0.571192891681684
1506,-1.0863294065367062
1507,-0.12015924814683943
1508,-0.7832970258995926
1509,-1.2469726197423738
1510,-0.6659370382775882
1511,-0.9858168602463704
1512,-0.2526599701562353
1513,-0.5229141946355629
1514,-0.5762825221310126
1515,-0.9425046933401662
1516,-0.4990477698101876
1517,-0.6154876355466365
1518,-0.8208070919667456
1519,-0.9716531274473608
1520,-0.8059412597165843
1521,-0.6784761482837292
1522,-0.3393735312851147
1523,-1.3554178135324741
1524,-0.7351356904025306
1525,-1.0464795204195987
1526,-0.4957279856729977
1527,-0.5919027323481054
1528,-1.0452883636556367
1529,-0.022625242221986808
1530,-1.2539734232317414
1531,-1.0622780185602991
1532,-1.4829928133993122
1533,-0.6393467058362439
1534,-1.4088078808813016
1535,-0.3709449527439923
1536,-0.7683743734174613
1537,0.07461058300398449
1538,-0.35256972359137584
1539,-0.4793296133932661
1540,-0.3287928636092001
1541,-0.7898805783559675
1542,-1.0214208388897617
1543,-0.28026599688460774
1544,-0.880782797963507
1545,-0.7908825261949595
1546,-0.44028828274445075
1547,-0.15821011089138137
1548,-1.3805838519373843
1549,-0.237213313446067
1550,-0.29661685790750814
1551,-1.0626523236922703
1552,-0.18243690337194707
1553,-0.624000050193934
1554,-0.6318593813999875
1555,-1.2745554067769416
1556,-1.027950322161969
1557,-1.2624176229670379
1558,-0.32589114991795975
1559,-0.4609805731748091
1560,-0.5354531005836698
1561,-0.9789398735062076
1562,-0.23082229315077907
1563,-0.26483648860050124
1564,-1.6465110096413897
1565,-0.6649961300636007
1566,-0.25710211619303625
1567,-0.3897686212437481
1568,-1.446981815865444
1569,-0.2849911779792853
1570,-1.4349955048471863
1571,-0.8752140038412866
1572,-0.8565737732412644
1573,-0.7940589522862123
1574,-0.2533283040509535
1575,-0.4570055758703917
1576,-0.756419349808108
1577,-0.4689648895673604
1578,-0.4582447014768123
1579,-0.4307892615443296
1580,0.14263699450365896
1581,-0.08887951597774246
1582,-0.823186704914425
1583,-0.9432486034590348
1584,-0.6914806619726761
1585,-1.0236633033729854
1586,-1.1282447403595253
1587,0.08473960024029825
1588,-0.47541391512409203
1589,-1.2794186676327062
1590,-0.6031941223858497
1591,-1.3354217548404945
1592,-0.4992951776846992
1593,-0.5970112775752006
1594,-1.0631718588135164
1595,-0.8660303444632329
1596,-0.8290005427880038
1597,-0.8222618266401018
1598,-0.3270388747124975
1599,-0.668450878771689
1600,-0.8938647085234579
1601,-0.3825133165133865
1602,-0.7015730447447655
1603,-1.2054383318652335
1604,-0.0349097516723309
1605,-0.6436581216968171
1606,-0.14764343439603111
1607,-0.3577832344506833
1608,-1.1447172783536217
1609,-0.703268153365495
1610,-1.6348888887573068
1611,-0.177832699130974
1612,-0.03106965006101725
1613,-0.3145858169607192
1614,-0.6886114198883764
1615,-1.2167240513363116
1616,-1.0442554931702666
1617,-1.1202305969113344
1618,-0.7790935031218855
1619,-1.156758018907118
1620,-0.8771507816644348
1621,-0.7967278337316268
1622,-0.2216815746091192
1623,-0.9636372482460716
1624,-0.8070639008935656
1625,-0.3593187583196107
1626,-0.7088872631092653
1627,-0.6782871364574519
1628,-0.7904674982609468
1629,0.315774963108439
1630,-0.7307549572748684
1631,-0.44681735113204724
1632,-0.6575761129024555
1633,-0.5410896456435199
1634,-0.4021351240977733
1635,-0.723746651622208
1636,-0.706143570976856
1637,-0.35240247700625416
1638,-1.5643779480914555
1639,-0.434800428191493
1640,-0.7553672529381303
1641,-0.7784686383224799
1642,-0.6011884418843727
1643,-0.8588179798090518
1644,-0.8053921820601131
1645,-0.8422023301126826
1646,-0.3452364267636683
1647,-0.15283673686840737
1648,-0.6670445013361976
1649,-0.4573573019934929
1650,-0.08590651800737525
1651,-0.4193272373063368
1652,-0.21730998246365285
1653,-0.4937214985453624
1654,-0.7730572222461114
1655,-0.7323839228736451
1656,-0.728118172734006
1657,-0.24942726742209764
1658,-0.45901607950064616
1659,-0.8598937515861962
1660,-0.9936657753697498
1661,-1.2688470291190332
1662,-0.384221723883996
1663,-0.046345926490359624
1664,-0.8142233155813059
1665,-0.4356236093061341
1666,-1.4203148757850437
1667,-0.5830963235621345
1668,-0.6019323957306164
1669,-0.8554898251664196
1670,-0.6245565469391436
1671,-0.42688047681962127
1672,-0.37804632111047365
1673,0.0026967265824819897
1674,-0.7237662319700335
1675,-1.022155115912423
1676,-1.1042496422746773
1677,-1.0954946537297927
1678,-0.8024689326713381
1679,-0.7090328311024432
1680,-0.2992220955390974
1681,-0.4662791382230569
1682,-0.5957681383764104
1683,-0.4130638425073436
1684,-1.0338176160932278
1685,-0.6747753477269562
1686,-1.9251491281077961
1687,-1.2338371572807714
1688,-0.3434343378269191
1689,-1.0029853427791375
1690,-0.47126664397963913
1691,-0.0647053026840092
1692,-1.1875699067686245
1693,-1.270404514586808
1694,-0.6792793742912617
1695,-0.6964791457018398
1696,-0.2009934293893516
1697,-0.7785066720693117
1698,-0.11340595873634784
1699,-0.6758502809041844
1700,-0.804613169813345
1701,-1.0904215263912835
1702,-1.5483485679720446
1703,-0.356854099913938
1704,-0.7627775373128776
1705,-0.9889195820316801
1706,-0.8653053306112626
1707,-0.3166230625430486
1708,-0.3765997646437258
1709,-0.2808552589815032
1710,-0.5099188001622328
1711,-0.7744506636314952
1712,-0.6456454822153699
1713,-1.0014721394941044
1714,-1.0017809562317028
1715,-0.6655370852679652
1716,-0.7962367772718524
1717,-0.9031782154844219
1718,-1.183501370997439
1719,-1.1215029422585996
1720,-0.5796756767578972
1721,-0.3730877682436695
1722,-0.5985591903527023
1723,-0.7653590532652124
1724,-1.2019844348911903
1725,-0.8360309176292462
1726,-1.2243235761491598
1727,-1.0551831549430988
1728,-0.6657756585189039
1729,-0.9776414858593458
1730,0.11267114036704462
1731,-1.5492945984307904
1732,-0.1765292872370896
1733,-1.4523625394640742
1734,-0.306567699770977
1735,-1.069040275160405
1736,-0.32419796681218127
1737,-0.631315098208395
1738,-1.9619130195478434
1739,-1.4684882181813887
1740,-0.6420970863669258
1741,-0.336966948639422
1742,-0.5105746554616843
1743,-0.2680739566090464
1744,-0.20822974104116865
1745,-0.43551818913229656
1746,-0.23489430797613475
1747,-1.5204383417202716
1748,-0.3693681470000809
1749,-1.0079460154610214
1750,-0.35143093162963934
1751,-0.3847710034429932
1752,-0.37974486067856494
1753,-1.0204009503602975
1754,-1.0077372576009123
1755,-0.5147339271637326
1756,-0.10565132677927513
1757,-0.6800166898052482
1758,-0.34157663284487416
1759,-0.36610556232211033
1760,-0.30206519254854136
1761,-0.9263923668242393
1762,-0.5568176589183917
1763,-1.0533602010713188
1764,-0.6422710204691997
1765,-0.734747215321619
1766,-1.5132030068057603
1767,-1.0013575423973209
1768,-0.9822416204005862
1769,-0.46639139463516077
1770,-0.7695459035900902
1771,-1.24767094610149
1772,-0.3433959263548556
1773,-0.8659390897620476
1774,0.17034507849255953
1775,-0.753288234087854
1776,-0.6310057333651211
1777,-0.9662408769798472
1778,-0.7487633136153873
1779,-0.4453651080575347
1780,-1.8041307367327017
1781,-0.9748905280351332
1782,-0.47793183531107575
1783,-1.3167919866613604
1784,-0.020496044481377096
1785,-0.7549049737836078
1786,-1.250836131122821
1787,-0.9410011337817226
1788,-0.7906320882678399
1789,-0.6839704932756656
1790,-1.0302923967336495
1791,-0.4358806410567295
1792,-1.077917233797125
1793,-0.9194531944916757
1794,-0.15977801890185717
1795,-0.8782416582101562
1796,-1.0551762529111248
1797,-1.2947399255852514
1798,-0.15006629929643944
1799,-0.36473502633900723
1800,-0.22291252997894073
1801,-0.6364238166551075
1802,-0.8142381951555691
1803,-0.38203879398185947
1804,-0.6256879552428689
1805,-0.6753022131717632
1806,-0.8918719420216925
1807,-0.543407539604329
1808,-0.40475090667742863
1809,-1.2897128233871062
1810,-0.6330785107677519
1811,-0.511376310907838
1812,-0.74673539327901
1813,-0.8576499598371092
1814,-0.18678372374446806
1815,-0.28624050212836516
1816,-0.6003440421534343
1817,-0.7932266448179908
1818,-0.630252837278575
1819,-0.3040346241115075
1820,-0.9267458929561898
1821,-0.7019805573889384
1822,-0.26531843946460687
1823,-0.2818029985862587
1824,-1.196907349321014
1825,-1.3993760493190415
1826,-0.02880938830220492
1827,-0.6767262643267746
1828,0.20866454447316385
1829,-0.1705170579712021
1830,-1.6390688323154137
1831,0.013995557337397324
1832,-0.6021584384899339
1833,-0.3828234947886979
1834,-0.3345503815713946
1835,-0.7866222958772044
1836,-0.19336977249547527
1837,-0.4384426389721878
1838,-0.33827373600145183
1839,-1.000603009369734
1840,-1.0707913948755037
1841,-0.7861389164141022
1842,-0.6270566661107055
1843,-0.575085080993512
1844,-0.8368501104954384
1845,-0.9890370896958371
1846,-0.6546456518144959
1847,-0.3396684019760938
1848,-0.23541313771974304
1849,-0.48377934846192083
1850,-1.187504053303653
1851,-0.09725406738598075
1852,-1.0688828381953395
1853,-1.5070612402541443
1854,-0.6864916192648627
1855,-0.7341893613543844
1856,-0.3602067317160018
1857,-0.5942287008641116
1858,-0.5923935244993532
1859,-0.28663951376503993
1860,-0.38575399992647075
1861,-0.3400909176787641
1862,-0.8241280303174643
1863,-0.5550462074072018
1864,-0.7588498628775056
1865,-0.2639518252400599
1866,-0.6353484155842157
1867,-0.741823154533781
1868,-0.655448158328954
1869,-0.34370718728159666
1870,-0.6424017068220826
1871,-0.7368280512703529
1872,-0.5150181144944583
1873,-0.8033726653964537
1874,-0.27305658334605964
1875,-1.0052663897841068
1876,-1.0630738180437653
1877,-0.5985025862861613
1878,-0.7283270262836863
1879,-0.44026291611930235
1880,-0.17393961108041767
1881,-0.6921350350277833
1882,-0.519207992020057
1883,-0.46525012379483877
1884,-0.6104182348754736
1885,-0.7104008606021246
1886,-0.7092617150345126
1887,-0.7543114104694921
1888,-0.6779413530489302
1889,-0.10783369143091526
1890,-0.7914035151274312
1891,-0.7169296602651096
1892,-1.4058656168790782
1893,-1.656192670476235
1894,-0.6908225079250228
1895,-1.332726895836644
1896,-0.7380843361450813
1897,-0.8228104823654998
1898,-0.9629110623636601
1899,-1.2343044575242894
1900,-0.37311076750468075
1901,-0.28118470833848486
1902,-0.39376865666966454
1903,-0.5044576883453833
1904,-0.1504754471837566
1905,0.025364086908281402
1906,-0.6683748153713962
1907,-0.998157382969387
1908,-1.1694904097419565
1909,-1.035383276516595
1910,-0.4457373435608962
1911,-1.005982787665267
1912,-0.5427334835483357
1913,-0.5992701103643903
1914,-0.6537696857881841
1915,-0.6342171698520103
1916,-0.1355359872590065
1917,-1.178935237881117
1918,-1.422387505686577
1919,-0.27582753296008633
1920,-0.9673964282291361
1921,-0.5079626805521842
1922,-0.3944303348696825
1923,-0.7582229123311324
1924,-0.7553659309186851
1925,-0.3839353224330089
1926,-1.1336143161895664
1927,-0.08975430963685205
1928,-1.4726126102135364
1929,-0.6300693311028582
1930,-0.4066567255190221
1931,-0.514905947907262
1932,-0.8140569191997904
1933,-0.9494993140988435
1934,0.25772487147028844
1935,-0.5323980313992296
1936,-0.8057236306706197
1937,-0.14566684581471168
1938,-1.022306014222254
1939,-0.347578520190273
1940,-0.566783170768163
1941,-0.47188573546548085
1942,-0.37461771157774115
1943,-0.45289308282574803
1944,-0.7826922492276842
1945,-0.6163949373614983
1946,-1.7850828638840441
1947,-0.5777409063056087
1948,0.006852870948844014
1949,-0.4614190272934948
1950,-0.06680967103443192
1951,-0.7431823716742998
1952,-0.9942209064119247
1953,-0.4505808165647798
1954,-0.4961341623695015
1955,-1.3405621763720206
1956,-0.5034198001247772
1957,-0.7363422823392582
1958,-0.05241492758616184
1959,-0.48804907973912637
1960,-0.4649932619645607
1961,-1.6887330502440951
1962,-0.7897071325054492
1963,-1.0440851304416001
1964,-0.33166370740372786
1965,-1.0007529539895308
1966,-0.5929609648104561
1967,-1.3850364802688115
1968,0.15573628773393677
1969,-0.4878598013863009
1970,-1.043179344922505
1971,-0.414503944789681
1972,-0.7131515026314612
1973,-1.0753958836293622
1974,-0.5085420456751524
1975,-1.037896771424328
1976,-0.5401595892180193
1977,-0.6908152295578114
1978,0.038441968248507985
1979,-0.39289928604626345
1980,-0.4841321149935647
1981,-1.1535491072152586
1982,-0.8401104419664329
1983,-0.07889938005576602
1984,-0.9993629675623743
1985,-0.78260293217923
1986,-0.0886475709892025
1987,-0.5657861108627531
1988,-0.460324288820972
1989,-0.8277683913194458
1990,-0.4774508700954323
1991,-0.7411707636367151
1992,-1.5012739605631598
1993,-0.8297591501825439
1994,-1.0973977636649526
1995,-0.46057614850152584
1996,-0.4684617140871743
1997,-0.7188988274191961
1998,-1.083519850463961
1999,0.1941133241932851
2000,-0.34296118819084476
2001,-0.6594503530252642
2002,-0.75456730395062
2003,-0.8772750339102262
2004,-0.7968411318436694
2005,-0.7213131842877423
2006,-0.7526370716570594
2007,-0.536714362035672
2008,-0.7360467919208957
2009,-0.7444343372480198
2010,-0.5946362101952509
2011,-0.6993016500089708
2012,-0.1609287122334193
2013,-0.8384295796182952
2014,-0.5841345634352386
2015,-0.3352731607866044
2016,-0.6766840358902733
2017,-1.150855660956837
2018,-0.8362278816594673
2019,-1.0014494731309727
2020,-0.12947820390959608
2021,-0.5924638310464161
2022,-0.5105105595880697
2023,-1.2631725043646274
2024,-0.8207818348043421
2025,-0.2553555620183787
2026,-1.2485184875695454
2027,-0.5045374703948973
2028,-1.083277858751336
2029,-0.40312392804151487
2030,-0.6237069641275641
2031,-0.5023221846121002
2032,-1.2271705549506207
2033,-0.015070913644784412
2034,-0.7560461329782029
2035,-0.9032570016333419
2036,-1.1811906365981577
2037,-0.9214512771053875
2038,-0.774208392343873
2039,-0.3495548997219071
2040,-0.034820583358652124
2041,-0.5489666833689668
2042,-1.2057665422846786
2043,-0.7300631932212625
2044,-1.3054706345462987
2045,-0.2676172368452434
2046,-0.8517305488993772
2047,-0.7016207774258048
2048,-0.348450911578456
2049,-0.022424975219665022
2050,-1.1210605157172489
2051,-1.0467060191321877
2052,-0.655910667870006
2053,-0.6690233324586696
2054,-1.2436378115396038
2055,-0.3537404505811592
2056,-0.7200958676204401
2057,-0.5164022116946794
2058,-1.283326089960427
2059,-0.666846066538608
2060,-1.0273723499251686
2061,-0.5617067412066312
2062,-0.3985334513128449
2063,-0.7946497136245303
2064,-0.976370044225938
2065,-0.2436281928495656
2066,-0.78813701580235
2067,-0.39348278727439023
2068,-0.027679341059921647
2069,-0.2718714841972161
2070,-0.38525110698366327
2071,-1.1647922354959117
2072,-0.7666480243561875
2073,-0.3078707872555706
2074,-1.0340854742822807
2075,-1.4677699766480343
2076,-1.278175400519077
2077,-0.36857343615281124
2078,-0.2796534500387926
2079,-0.4312805705785392
2080,-0.7153124303706724
2081,-0.7739112107797088
2082,-0.9609116545081919
2083,-1.1985170254515805
2084,-0.2580006365593537
2085,-0.16499952894870784
2086,-1.3398753646591968
2087,-0.6137852550211025
2088,-0.8037875501964926
2089,-0.6488005652154798
2090,-0.2356585789037462
2091,-0.7887578821634214
2092,-0.6181491254425904
2093,-0.770967346517982
2094,-0.8901831062559513
2095,-1.073614185414147
2096,-0.610307922000981
2097,-0.9848645267932912
2098,-1.250998433841519
2099,-0.3178250516057639
2100,-0.6234915037410584
2101,-0.2217044980613374
2102,-0.20398099485721932
2103,-0.7491132684394468
2104,-0.2691180110731177
2105,-0.6278360805263772
2106,-0.6335434666400532
2107,-0.7615487274306376
2108,-0.581606786255938
2109,-0.8184895780560346
2110,-0.9761846219655257
2111,-0.6823665105817898
2112,-0.30381025730743705
2113,-0.4577340977072153
2114,-0.16519307556345986
2115,-0.832882143957363
2116,-0.3483961950138452
2117,-0.597215563859171
2118,-1.2248219002629872
2119,-0.7013593893115337
2120,-0.35447085671959666
2121,-0.3139953956528667
2122,-0.7176294799661538
2123,-0.35147363091838413
2124,-0.26132802682253686
2125,0.05892204389538325
2126,-0.7065509789731772
2127,-0.6854565780706441
2128,-1.1557588337518867
2129,-0.3573132152292766
2130,-1.2430695872402953
2131,-0.38248870354323494
2132,-0.8109482000313415
2133,-0.7602073605986872
2134,-0.8403030129722766
2135,-0.39642022568588775
2136,-0.7034513250520633
2137,-0.04416609038638741
2138,-0.8998866792945908
2139,-0.6428028800285683
2140,-0.656042174811241
2141,-0.651793291757063
2142,-0.9938965848045036
2143,-0.5301014062863638
2144,-0.3943769312027632
2145,-1.0137385021213046
2146,-0.10604316187776863
2147,-0.9417666699361069
2148,-1.1113329169961612
2149,-1.05096044423742
2150,-0.7826632421810777
2151,-0.7767155436597892
2152,-0.2840273975133012
2153,-0.1713397302035864
2154,-0.3674262306696341
2155,-0.8994833789583978
2156,-0.5097703552855672
2157,-1.04984522414268
2158,-1.1856579965354483
2159,-0.6147440066995231
2160,-0.050631955569739207
2161,-0.7310208529888036
2162,-0.17355257967651982
2163,-0.7869752116062774
2164,-0.3593466359229467
2165,-0.2844098053837074
2166,-1.4649794377156997
2167,-0.06794201851510939
2168,-1.6728005395535888
2169,-0.7127851621735304
2170,-0.6225627412611328
2171,-0.7879473543421724
2172,-0.6124919985830162
2173,-0.2048651631916225
2174,-0.5600892908290347
2175,-0.7894879802263892
2176,-0.8423339349564483
2177,-0.2780722803549518
2178,-0.4257304135529556
2179,-0.48395755072735946
2180,-0.5619732803238433
2181,-1.3665279978246754
2182,-1.096920950558776
2183,-1.1140258355635402
2184,-0.34120766846648687
2185,-1.0446268590415635
2186,-0.8261775323048766
2187,-0.6816111584440081
2188,-0.3642531128772313
2189,-0.8574866311493841
2190,-0.5092347527280086
2191,-0.28404235692179647
2192,-0.9187222661605028
2193,-1.6001635208133633
2194,-0.7395907287651369
2195,-0.734973539461441
2196,-0.975525342847358
2197,-0.7261286187534683
2198,-0.5535446119663412
2199,-0.39931035780476076
2200,-1.1233350243113314
2201,-0.7025530168496401
2202,0.030126268106078102
2203,-0.7073282903085727
2204,-0.44365196016095076
2205,-0.3643672580707369
2206,-0.8384006794714813
2207,-0.10826659285501927
2208,-0.3327582325533047
2209,-0.4253844968227978
2210,-0.9865574139179851
2211,-0.32707209265931914
2212,-1.1444863881335214
2213,-0.3898938582970066
2214,-0.8113074134210174
2215,-0.2955290209077943
2216,-0.412575952152028
2217,-1.4035545055574752
2218,-0.42957727418728453
2219,-1.2567227996344215
2220,-1.1929471302905656
2221,-0.6586024819548522
2222,-0.5918702949104626
2223,-1.8787391600339394
2224,-0.4148816450854842
2225,-0.33768910088525095
2226,0.03791980635015646
2227,-1.0439521436327417
2228,-0.02854569967915066
2229,-0.37151075205711415
2230,-0.6103732485882931
2231,-1.0393639315010832
2232,-0.5726629730562816
2233,-0.9540803153434356
2234,-0.7273657085351624
2235,-1.4482755924018686
2236,-0.27081515064532313
2237,-0.22849893962206025
2238,-1.7936113079933709
2239,-0.8798578288652261
2240,-0.7072177720166484
2241,-0.3177524146999757
2242,-0.35588550733168267
2243,-0.7836953909595421
2244,-1.669419948435899
2245,-0.26549650529977287
2246,-0.6731988352523575
2247,-0.8201738679946118
