Bootstrap_iteration,Delta_RMSE_RCT_minus_3DFin
115,-1.0864338959963842
116,0.08779784211854591
117,-0.42576808667517163
118,-0.44437535200339706
119,-0.9731811928283092
120,-1.0446323363093448
121,-0.8385886110890535
122,-0.9586510681093354
123,-0.6447788656871278
124,-0.7289946813910251
125,-1.6371595996806898
126,-0.5988669989662845
127,-1.2283428641775886
128,-0.6167082270668749
129,-0.6863608973185533
130,-1.1724008779477972
131,-0.6728901009516468
132,-0.29494004659438566
133,-0.2764819942823209
134,-0.04821429945008915
135,-0.34137053173021004
136,-0.3158831642325777
137,-0.749698227985615
138,-0.4970086441389183
139,-0.2101949672146577
140,-0.5976518300300526
141,-0.8083554622637648
142,-0.5779841074592578
143,-0.4956307690657398
144,-0.1622352855727851
145,-0.6481788626386726
146,-0.9111154124029541
147,-0.4510175172041644
148,-0.6703969354923869
149,-0.2705952905971385
150,-1.2896758127160668
151,-1.6120112430952755
152,-0.5325455044166907
153,-0.3162356241741531
154,-0.6283470819390953
155,-0.7757976315799153
156,-0.24581414794453282
157,-0.18848003041303008
158,-0.726505366372828
159,-0.10299391851359818
160,-1.4119941304123755
161,-1.0382833680144092
162,-0.15666542711392517
163,-0.8274918002147669
164,-0.6638835404925119
165,-0.1756196475709444
166,-0.9208886872243305
167,-0.8342725559687842
168,-1.2309748350374983
169,-1.1502351167443197
170,-0.6712013661263596
171,-0.5482755432979267
172,0.594461578011046
173,-0.5477156876425666
174,-1.1202097026273792
175,-0.35768168048375015
176,0.014718659046526916
177,-0.10223152252143342
178,-0.5289154792868769
179,-0.6277116955295483
180,-0.9668236802308519
181,-0.04818192063753268
182,-1.0990622864886794
183,-0.7575266622133006
184,-0.7139598304901735
185,-0.6874155121478958
186,-0.8657101426594023
187,-1.073909757064916
188,-0.6120851365303004
189,-0.3994335658012491
190,-0.9641832990846484
191,-0.023745851650243344
192,-0.5641216764478654
193,-0.4146083367071576
194,-0.716944863023385
195,-1.0333302078466757
196,-0.6833335156145564
197,-0.6937018077788446
198,-0.3957625638165849
199,-0.5976402484792969
200,-0.9668362119294258
201,-0.7964007145604108
202,-1.1760907634341249
203,-0.7645699382409932
204,-0.5290346011243692
205,-1.368969943508581
206,-0.9871109539414058
207,-0.7573474631834505
208,-0.6749689903155272
209,-0.8809641678254934
210,-0.1662334991020269
211,-1.1425216958038342
212,-0.988666623887549
213,-0.7953423830700377
214,-1.1370256069493296
215,-0.5304852009068279
216,-0.6478405808002914
217,-0.10814786294409506
218,-0.3250766650895138
219,-0.23818997983190293
220,-0.21060792454251054
221,-1.306599771997822
222,-1.1508081152699496
223,-0.40516729116858086
224,-0.641022124599492
225,-1.1156200950560022
226,-0.20114957760646246
227,-1.0980849592946464
228,-1.1977718829049109
229,-0.6978414631851164
230,-0.701629330262644
231,-1.1702979551318222
232,-0.09886717114386179
233,-0.14981772756543643
234,-0.5867553570217852
235,-0.25688025367356726
236,-0.30812216764466727
237,-0.9314190315808069
238,-0.9660576970100212
239,-0.7305127606583177
240,-0.2478690657798448
241,-0.5010457292139163
242,-0.417515048074641
243,-1.0779522751333497
244,-0.7258072269407796
245,-0.6984811858291571
246,-0.7982049942912148
247,-2.084876860032732
248,-0.8654257630331204
249,-1.0177006924651135
250,-1.3717085355318703
251,-0.6330858427148727
252,-0.9747960280527725
253,-0.10899003843163135
254,-0.2222214941469418
255,-0.6151656515840576
256,-1.014843930992612
257,-0.9973232982742855
258,-0.5895734201137599
259,-0.5775078613887956
260,-0.8236106813850426
261,-1.461795327505697
262,-2.2734292262617406
263,-0.37231175599524713
264,0.25184538262177836
265,-0.793269379980738
266,-0.40858382001509774
267,-0.26339968191943575
268,-0.5244259361936996
269,-1.161473708361581
270,-0.05610470192652395
271,-0.20046629190735166
272,-0.8946168486262174
273,-0.2042179672754112
274,-0.690699350058054
275,-0.7236635567433285
276,-0.3393857881594575
277,-0.3942300432027148
278,-0.731928877779426
279,-0.40367166795858167
280,-0.689422595400631
281,-0.6844564216782436
282,0.09306347288796823
283,-0.2793047857311941
284,-0.6600433264069172
285,-0.8364727439055173
286,-0.763375399536395
287,-0.8022306079039478
288,-1.486245564053857
289,0.007572818121019731
290,-0.11301980152287472
291,-0.7292797239979083
292,-1.091269376753533
293,-0.18617328358545593
294,-0.32143586211949415
295,-0.5775202959662331
296,-0.791696367946628
297,-1.2165690337120334
298,-0.5598791706449755
299,-0.671705167454641
300,-0.2744330636105108
301,-0.6735763072671257
302,-1.506729004302765
303,-1.065054317369405
304,-1.2354313202469969
305,-1.068159461542389
306,-1.3689617657811461
307,-0.7975409941494438
308,-0.3544970622996728
309,-0.2849283372011997
310,-0.4202243680893143
311,-0.2879915658009107
312,-0.5514942039858441
313,-0.6513551576960552
314,-0.29716959591395553
315,-1.3699945324866891
316,-0.4849805042960331
317,-0.4728466440532233
318,-1.137502132344471
319,-0.7965259255078507
320,-0.32536626858074946
321,-0.9352183982380773
322,-1.0927186601135916
323,-0.8557724709074344
324,-0.7310240469298739
325,-0.7967324090338048
326,-0.2210183997818831
327,-1.2729989836317652
328,-0.19933984685041883
329,-0.6127433153347204
330,-0.6175186443190155
331,-0.7395025149267722
332,-0.588872638197393
333,-0.6919439713081286
334,-0.7516520849631949
335,-0.522369292866379
336,-1.0970544081556
337,-0.7760708394867013
338,-1.0867174304546077
339,-0.7965259255078507
340,-0.3276879805356465
341,-0.17983009247910897
342,-0.7304998043278883
343,-1.8020153041571552
344,-0.4099507577784607
345,-0.6405263648469642
346,-0.4102917311893117
347,-0.3313699854143346
348,-0.3641516148891788
349,-1.0418466330683764
350,-1.0914633680180263
351,-0.08228091757051148
352,-0.5526688154607982
353,-0.9252578699226959
354,-0.3339048538559801
355,-0.6443378389870249
356,-0.43179606112800784
357,-1.0512982736083818
358,-0.753096630568898
359,-0.8448135928636888
360,-0.2228441100337677
361,-1.362382508735573
362,-1.479748445647313
363,-0.8381747859317725
364,-0.6889543174380128
365,-0.3460430216499506
366,-0.25567581319784893
367,-0.4408029320989213
368,-0.9502293117831366
369,-1.392459218881607
370,-0.21493406613470056
371,-0.3673802162023829
372,-1.0155386332560876
373,-0.9598029883727983
374,-1.1322846213073123
375,-0.3426993334321584
376,-0.14833933863220694
377,-0.5155949877218831
378,-1.4105663018795414
379,-0.7998091554819236
380,-0.3839220149293363
381,-0.8576839859197505
382,-0.5939647698261181
383,-0.5775877975685826
384,-0.9528366905583554
385,-1.1788227117073726
386,-0.4219963243338507
387,-0.8384217054318732
388,-0.274856100653988
389,-1.248277438408115
390,-0.6611465861948405
391,-0.2867052356258304
392,-0.05224379556498637
393,-1.3837313258726345
394,-0.7074610848054936
395,-0.7426081464084269
396,-1.0917454393250194
397,-0.6499428537068344
398,-0.9136832197622937
399,-0.19758889311387384
400,-0.27587720940449056
401,-0.7548695619606662
402,0.6011809466322837
403,-1.2828478663985683
404,-0.36662311692279936
405,-0.19304717774179725
406,-0.5824436888441993
407,-1.0912292384869784
408,-1.1206593332323336
409,-0.4616276121695404
410,-0.46019894820654583
411,-0.25106383995941517
412,-0.546535950647081
413,-0.24660086168289674
414,-0.1713462386433675
415,-0.3617365753462576
416,-0.2747463302982256
417,-0.6974720908931373
418,-0.7558203758983331
419,-1.1669448362329173
420,-0.26654884811815105
421,-0.6977442972002073
422,-0.4755621424839884
423,-0.3643672580707369
424,-0.8285397943621502
425,-0.704080434496245
426,-0.6890510991943835
427,-0.7969573911631507
428,-0.6095977776053381
429,-1.3410066715325781
430,-0.07995814724299288
431,-0.7377470916922269
432,-0.6326158077719586
433,-0.6015054887447329
434,-0.9379477391344262
435,-1.2597716898488382
436,-1.1745744293146483
437,0.07372818477329646
438,-0.5609046660553356
439,-0.8149216860589164
440,-0.98848070121264
441,0.10028584708558941
442,-0.7307543787893946
443,-0.5924256299743051
444,-0.1533261783019393
445,-1.0382430267374183
446,-1.413458550407596
447,-0.706360700735891
448,-0.12774180757367626
449,-0.6330170309633938
450,-0.6767369522549247
451,-0.5181732661476623
452,-0.43334823665724853
453,-0.31487798790108723
454,-0.637589900634602
455,-0.5376259342774459
456,-0.7298628552139055
457,-0.20589222700313914
458,-0.7512653198191788
459,-0.7968914479576985
460,0.31130205335040484
461,-1.03209594333811
462,-0.7234558136734122
463,-0.5468629020440394
464,-0.7980124931159001
465,-0.5000432524084699
466,-0.6303836373750824
467,-0.7033595904063581
468,-0.8790589735794505
469,-0.7725761299535829
470,-1.6852284353280085
471,0.04964352037313624
472,-1.0118718476503816
473,-1.0559724825831784
474,-1.0958812264476694
475,-0.4832428311088717
476,-0.6823081405102172
477,-1.323471376474935
478,-0.1459774025643059
479,-1.1689571863157795
480,-0.213964134894987
481,-0.6820693580511212
482,-0.5990043195674586
483,-0.33665099346201854
484,-1.561465581289098
485,-0.6915583876694371
486,-0.6567246236021824
487,-0.2554206506754204
488,-0.3615110275576403
489,-0.4946705553341697
490,-0.5889881139692603
491,-0.652934834269149
492,-0.3645094412934877
493,-0.6826643773820709
494,-0.21968515182540793
495,-0.05533486743846838
496,-0.6826469909677635
497,-0.39661075749434804
498,-0.6914941925779172
499,-0.3974926421604832
500,-0.7858340109368362
501,-0.8479252671582684
502,-0.40525327467559435
503,-0.9282433109597885
504,-0.9805769431792677
505,-0.2817545823040519
506,-0.6220385163156827
507,-0.3311472937989115
508,-1.2112311023693927
509,-0.7622966066923755
510,-1.0735120010491026
511,-1.0786998047630734
512,-0.7347349043407292
513,-0.45040978543839905
514,-0.5669628929585948
515,-1.0174740188014977
516,-0.5507161620140644
517,-0.3567749599388854
518,-0.2731565495795154
519,-0.6539827163040552
520,-1.2099073061332875
521,-0.7524704924414483
522,-0.5633789843079837
523,-0.14863603580175133
524,-1.0193589217596366
525,-0.28286175378698175
526,-0.7431345462270549
527,-0.8927701955487501
528,-0.5202777061182333
529,-0.33037827384102725
530,-0.6374374067331388
531,-0.9354062649152475
532,-0.2696612370531526
533,-0.691571480700873
534,-0.1803503080408435
535,-0.7833955063109843
536,-0.16089145199724575
537,-0.3536285039865412
538,-0.6834949950314115
539,-1.0412196594641028
540,-0.6519422800601067
541,-0.04071702933667143
542,-0.6998013355971966
543,-0.7079234418631077
544,-0.9672779320230247
545,-0.6510456435809351
546,-0.2004034769866423
547,-1.1832841455085217
548,-0.9241126938016699
549,-1.5421472468076027
550,-1.4579787600336984
551,-1.1219268866754881
552,-0.9109520937763869
553,-1.096966420237728
554,-0.7928557151774662
555,-0.2382507373917595
556,-1.056509054683675
557,-0.07935942846724608
558,-0.6769425686658899
559,-0.2522803828739639
560,-0.8807138574106173
561,-0.16816064689244725
562,-0.8090615970305088
563,-0.7665005886331562
564,-1.280823763369041
565,-0.5958784267757928
566,-0.21138431378656097
567,-0.7525913363078311
568,-1.1305037506514561
569,-0.2753306399016795
570,-1.2074208954459391
571,-0.6071832235649672
572,-0.43998825980582534
573,-1.0120532024247781
574,-0.9033158208493264
575,-0.01603944099793364
576,-0.663477658350935
577,-1.1992295895830565
578,-0.30392169478310826
579,-1.8577322524591753
580,-0.9563848127754893
581,-0.4410737865179917
582,-0.72054429875877
583,-0.19377901447914825
584,-0.12870008251973286
585,-1.4060867005762923
586,-0.6159227201960802
587,-0.4193861293031125
588,-0.6684302090467529
589,-1.8364051718531167
590,-0.44531347053939996
591,-0.9633188271853284
592,-1.3831941269365584
593,-0.7858266461293595
594,-0.7441519406685673
595,-0.6674736147111389
596,-0.6610272698836508
597,-0.8448135928636888
598,-0.5888374071251088
599,-1.0613849614853257
600,-0.9561920883997066
601,-0.7431704925792832
602,-0.4771010137626468
603,-0.7105928313550758
604,-0.5594124851998581
605,-0.19629792322725326
606,-0.8521378306171381
607,-0.44482301829397075
608,-0.7314207259737526
609,-0.6124159913381573
610,-0.7193528264658586
611,-0.8392565653112758
612,-0.11180048138881937
613,0.002775177145303509
614,-1.0587473787288832
615,-0.3991114989723088
616,-0.82465041246085
617,-1.180485293423726
618,-0.7450833163049679
619,-0.5249568935921927
620,-0.54861560635755
621,-0.6896264688793332
622,-0.2626182702494906
623,-0.9086943497122242
624,-1.1047119555926153
625,-0.2655200344524977
626,-1.0801541841813833
627,-1.1082393030238318
628,-0.7052404701013142
629,-0.4094618593357193
630,-1.5123146640948233
631,-0.9648520302215411
632,-0.26994822410188135
633,-1.0747131657052216
634,-0.5121032355580448
635,-1.0090750863294742
636,-0.572669479846883
637,-1.1806365202283329
638,-0.020704501695397504
639,-1.551646047961068
640,-1.1335751028475127
641,-0.3823791453887573
642,-0.6433116673321544
643,-0.9875164069772757
644,-1.1618908560621146
645,-0.7175489115739742
646,-0.2865079104494448
647,-0.7295156661508071
648,-0.9835801173494649
649,-1.138019848826647
650,-0.16307108712185525
651,-0.5503762351850501
652,-1.238026174074191
653,-0.06616879704591061
654,-0.9383631759512094
655,-0.3314178368066778
656,-0.9133759620651203
657,-1.0814862718163376
658,-0.43940508019667623
659,-0.5078740934358921
660,-0.4487715636260632
661,0.28250981641080986
662,-1.546639720505748
663,-0.4758989687218116
664,-1.0737047661654207
665,-1.4440335847674466
666,-0.715424689226714
667,-0.4717008036090631
668,-0.6996546235275511
669,-0.4180250980390854
670,-1.1468067450600237
671,-0.503347703904033
672,-1.0693693325179758
673,-0.48891810114139256
674,-0.6204260957359486
675,-0.660266656470575
676,-1.2613017709592595
677,-0.8913653051570036
678,-0.7373420830685511
679,-0.7022745685195715
680,-1.7249913702612107
681,-0.47327455183609546
682,-0.7851090716303961
683,-0.7878684239684932
684,-1.4557570803985789
685,-0.5172148268932353
686,-0.30974673922985074
687,-0.5554392747608146
688,-1.2126278897715448
689,-0.8604598324597676
690,-0.352699923169304
691,-1.3805755121806749
692,-1.1839016065982544
693,-1.7415033577431656
694,-0.6625891892250801
695,-0.8058347121251752
696,0.009122958970805506
697,-0.2195168716979916
698,-1.0295413989299538
699,-0.7151775353108731
700,0.030442831825939543
701,-0.35001707211583444
702,-0.6385194950380022
703,-0.8355232208468435
704,-0.9198744681609048
705,-0.23050402163408412
706,-0.5492028056918603
707,-1.1890313572297957
708,-1.9729259471480927
709,-0.7217333858892232
710,-0.803522881305599
711,-0.40628825874754293
712,-1.9539378862434236
713,-0.11788494975815844
714,-0.27691689262983465
715,-0.1659442936735256
716,-0.5065848726129083
717,-0.9389520573004573
718,-0.2881348876630456
719,-0.5139959294810446
720,-1.2455804800583103
721,-0.461723093022806
722,-0.26449840211110875
723,-0.9527997932623515
724,-0.32297526314531
725,-0.9561295166352259
726,-0.7494124996391283
727,-0.5199011629520549
728,-0.7167562998807628
729,-1.23438305347194
730,-0.6433272130353784
731,-0.6172547437538856
732,-0.27337623942727785
733,-1.131911577610281
734,-0.22679227992122164
735,-1.0822943174508588
736,-0.7127286302383498
737,-0.31724248046154857
738,-0.44747101744215323
739,-0.3205618730784452
740,-0.2108121786500392
741,-1.1101103892921134
742,-1.0628334686765455
743,-0.3595666410207099
744,-0.6062202175007299
745,-0.4060924770165788
746,-1.0165400120598604
747,-1.356314739427849
748,-0.2758222487702944
749,-0.10631531248628301
750,-1.1928284935044022
751,-1.8980051791555221
752,-0.35959553047084913
753,-0.6651668890985851
754,-0.21355992905828813
755,-0.05931554052721966
756,-0.8148734662401567
757,-0.8203199519850455
758,-0.44525114029974344
759,-1.2671059766980695
760,0.18843250295099612
761,-0.4353395211822244
762,-0.3520726258976621
763,-0.6099767895815882
764,-0.5839441231587621
765,-0.7018261708712452
766,-0.6010703535363784
767,-0.976842960727101
768,-0.08015268092154626
769,-1.0204721602996953
770,-1.3203550725758069
771,-0.491917392718336
772,-0.8995923531408478
773,-0.21858881438875222
774,-1.1254898066821437
775,-0.5412995984352671
776,-1.028242794010354
777,-0.5580208069573063
778,-1.225970473015801
779,-0.443375246914645
780,-0.3661198856228589
781,0.06759445668028152
782,-1.3469623687560346
783,-1.4763861965801075
784,-0.9439638772768215
785,-1.0987920935764732
786,-1.6373130510144662
787,-1.434800204076228
788,-0.1965098149448996
789,-0.3848989404866825
790,-0.1575870931679102
791,-0.8835930212020138
792,-0.6741892507067249
793,-1.0553798284042388
794,-0.690274188036184
795,-0.5810124648224324
796,-1.141200904470623
797,-1.61098281011612
798,0.007380548626431116
799,-1.1571287885194714
800,-0.9229423520623903
801,-1.715849730284658
802,-0.9690229777202766
803,-0.7336805621084941
804,-0.9463856890701654
805,-0.02506845080493325
806,-0.36213886268845874
807,-1.3301752260160455
808,-0.8381414459691612
809,-0.7191647017608314
810,-0.818007986383462
811,-0.1372575720796818
812,-1.0138166326867109
813,-0.23982469477310842
814,-0.2678498845904129
815,0.06627397752605746
816,-1.184842138235032
817,-0.695767551554344
818,0.08064794057351343
819,-0.9612234810408049
820,-0.07516341891164591
821,-0.6300418336658189
822,-0.6324828153994315
823,-0.7561773424232328
824,-0.45603247851072526
825,-0.9134391243964433
826,-0.42266549794742314
827,-0.5464687363405463
828,-0.8532633337961282
829,-0.5219390707998008
830,-0.6821166985129705
831,-0.43261997413584474
832,-0.7744824274488895
833,-0.9746378272866756
834,-0.43055408760754155
835,-0.7534479895370376
836,-0.5298255835367267
837,-1.460008930667958
838,-1.530929858137835
839,-0.5053500463464586
840,-0.37466410220648294
841,-0.7025248446680132
842,-0.792576300678665
843,-0.8459079586832667
844,-0.7184613448221517
845,-0.3308160286701143
846,-0.6800511426214659
847,-0.8839056782971808
848,-1.189096482316882
849,-0.6008224288468451
850,-0.3573303470997009
851,-0.6884268182630171
852,-0.6057194978882914
853,-0.530621335968056
854,-0.7664383646919066
855,-0.8467845882980138
856,-0.6491104258561209
857,-0.4177791767960022
858,-0.5777939097326492
859,-0.8779995758023831
860,-1.43055515898362
861,-0.6352304126329853
862,-0.1427888101931285
863,-0.42010032586525536
864,-0.833416679639583
865,-0.707130299344056
866,-0.04156504551764861
867,-0.48419546132978075
868,-0.7283996384506408
869,-0.6718389092470407
870,-0.7836803971852102
871,-2.2546476341074153
872,-0.4562458239780738
873,-0.29945672130685086
874,-0.6256307611688132
875,-1.0946257070059688
876,-1.2944356496416807
877,-1.1237622343290625
878,0.41108470950538667
879,-1.1228504187247357
880,0.06361079057092733
881,-0.256539034837429
882,-0.7514203177765144
883,-0.23137470983449715
884,-0.10143162606808542
885,-0.43690146733167223
886,-0.5031512365956545
887,-1.0083768138710727
888,-0.09488804435900722
889,-1.0422757389429278
890,-0.1461351138415461
891,0.005544539038091267
892,-0.5788431412083996
893,-0.9022675073529438
894,-0.42006883016169194
895,-1.4410338421791589
896,-0.9992615921903083
897,-0.33044872198525477
898,-0.5261408134448957
899,-1.3952389408715113
900,-0.6943049564896668
901,-0.06965201457399806
902,-0.3003249520236304
903,-0.5611284669532763
904,-1.3366562045949069
905,-0.3752059975951101
906,-1.2066960034451955
907,-0.8659419684376084
908,-0.6459457863653699
909,-0.7927291766041911
910,-0.8773111365025832
911,-0.431014377767061
912,-0.8582142371282966
913,-0.7209282574371003
914,-0.34794429831475515
915,-0.2531511816718899
916,-0.5168542147578692
917,-0.3096902058730624
918,-1.1014946287470304
919,-1.1770857699877049
920,-1.0630547266702424
921,-1.268373376989528
922,-0.5119193791740666
923,-0.6174355375894018
924,-1.2949651219347162
925,-0.8096043200144565
926,-0.35378193370232713
927,0.47181448123561787
928,-0.47670449263989445
929,-0.18876182047652934
930,-0.20499957490763498
931,-0.8413847260883041
932,-1.1689905931191817
933,-0.3563521221936883
934,-1.0410842293021836
935,-1.7314534590599462
936,-1.1185962538674348
937,-1.2628871037520637
938,-0.46914694196460194
939,-1.1500469392558577
940,-1.0076338548330503
941,-0.5314739154878714
942,-1.1025449190541214
943,-0.22452068515027346
944,-0.765544884314987
945,-0.26041787056207255
946,-0.29349412312037826
947,0.16853579680641162
948,-0.8136203124904902
949,-0.17850546336676776
950,-0.3423816944262976
951,-0.405711211411117
952,-0.8351897133471848
953,-0.27715880675859106
954,-0.11921562632522886
955,-0.12980426189155958
956,-0.6684508787716887
957,-0.35210261868840087
958,-0.17856139158260675
959,-0.3616513641891186
960,-1.0928765218484329
961,-0.4451419176931801
962,-0.2265593767051235
963,-0.10362029515583737
964,-0.4250847352302849
965,-0.6585429443401405
966,-0.3423294920095392
967,-0.4024181942491529
968,-0.006816512140868092
969,-0.33262284112008045
970,-0.984647463095019
971,-1.2541651521487929
972,-0.4134689257901436
973,-0.28238589986651297
974,-0.7443097111583841
975,-0.5048151709124749
976,-0.7563539822254612
977,-1.3126413192308073
978,-0.41537462298388994
979,-0.8284335044946314
980,-1.1808549509884156
981,-0.9491099006365182
982,-0.5700544471395619
983,-0.04111100762711439
984,-0.8241869019711057
985,-0.845098546785743
986,-0.23072620784221098
987,-0.7211600130016413
988,-0.6234763422543945
989,-0.5185147061091473
990,-0.4311826718187737
991,-0.7681621553892577
992,-0.6878859222273901
993,-1.2767249917221961
994,-1.2534851868374912
995,-0.4645230398165663
996,-0.5448158546747939
997,-0.15463563595337626
998,-0.17071416441714282
999,-1.3978719541303948
1000,-0.2169237671451527
1001,-1.557810904487456
1002,-0.15846326852712966
1003,-0.8310720533637204
1004,-0.43317594917996316
1005,-0.23327317301630268
1006,-1.1961003163568804
1007,-1.2703839095958753
1008,-0.7641182887277946
1009,-1.0556369167669641
1010,-0.42348201460028334
1011,0.07866057699151141
1012,-0.898672820701574
1013,-0.8758168653540166
1014,-0.5791206831288025
1015,-0.5949208177207119
1016,-0.46047875576779496
1017,-0.883369296434311
1018,-0.5364371484533879
1019,-0.7779025268809843
1020,-1.2051065307042748
1021,-0.3681241641157271
1022,-0.4352373542576766
1023,-0.1760546128212992
1024,-1.032355235577798
1025,-0.049554808617787494
1026,-0.5886519006110928
1027,-0.9843817986422876
1028,-0.6630322952318433
1029,-1.0925236031548422
1030,-0.9679000414613292
1031,-0.4143247952270559
1032,-0.4144231191155705
1033,-1.1530077518454682
1034,-1.7782300101127813
1035,0.043572485453660326
1036,-0.7091214661200589
1037,-0.9136884513656076
1038,-0.926864224635007
1039,-1.80952448134442
1040,-1.544636476511447
1041,-0.8736968634994642
1042,-0.47678824439805423
1043,-1.129644036598354
1044,-1.3467893437473524
1045,-1.0932537284162072
1046,-0.9722113747904979
1047,-0.7698844061015437
1048,-0.6596338323626743
1049,0.7092054141707922
1050,-0.8484952442423648
1051,-0.6112051894618313
1052,-0.6341602651539608
1053,-0.1694656184518688
1054,-0.631498735936642
1055,-0.32403247535443436
1056,-1.8255837633341636
1057,-1.0422754670948946
1058,-0.9606054945291103
1059,-1.0081758748447982
1060,-1.4853033821642854
1061,-0.6394322167998638
1062,-1.009072879848631
1063,0.03318943687729625
1064,-1.0738575012227711
1065,-0.3519285072656486
1066,-0.850070775235878
1067,-1.153376218654783
1068,-0.47816117066609864
1069,-1.7608218878074546
1070,-0.6639454984624118
1071,-0.18571657150078447
1072,-1.0590703103180767
1073,-0.3024654141339038
1074,-0.5196091470064985
1075,-0.6707122896200612
1076,-1.071069860552359
1077,-0.4802420026706462
1078,0.09871166193726388
1079,-0.34882715454943414
1080,-1.4830712652567457
1081,-0.4911071419922277
1082,-0.8911113664997292
1083,-1.249040293761714
1084,-0.26174501612919343
1085,-0.29946839947021187
1086,-0.8886483638661482
1087,-0.727768894929353
1088,-0.3209184947825938
1089,-0.7459315717730144
1090,-1.1228575503606915
1091,-0.1405067491628862
1092,-0.24461560508858837
1093,-0.6770126921832531
1094,-1.1141416502050352
1095,-0.7300174632548966
1096,-0.7610612083516952
1097,-0.7274769946492674
1098,-0.6974771181272059
1099,-0.3088701596216641
1100,-0.20611901987391557
1101,-0.20375257612744813
1102,-0.6845351695563082
1103,-0.5796049579830638
1104,-0.8218192674253144
1105,-0.3575943738754077
1106,-0.8606384543046852
1107,-0.7658374316521757
1108,-0.4631981380926926
1109,-0.17873974759276212
1110,-0.7600185553804566
1111,-0.33499078836461016
1112,-0.7229605933416581
1113,-1.5269062678286967
1114,-1.3839132885348415
1115,-1.0449511447197444
1116,-1.1290446801761096
1117,-0.9370541836824327
1118,-2.0208894943301754
1119,-0.9398047954403397
1120,-0.7059879127369979
1121,-1.2603231989500818
1122,-0.5006963191852905
1123,-0.8261648835991298
1124,-0.4375509546974887
1125,-0.7181235051949728
1126,-1.5156665323767298
1127,-0.21383623278680908
1128,-0.8046914895331299
1129,-1.1308440115104585
1130,-0.27599128294501285
1131,-0.45634432926657875
1132,-0.5719076554341034
1133,-0.48061727733268933
1134,-1.1348604336115489
1135,-0.684493622127166
1136,-0.3763491181405616
1137,-0.5082108182038851
1138,-1.219857794121451
1139,-0.7285997273198235
1140,-0.15627116760852533
1141,-0.08730969018957202
1142,-0.6632479999201637
1143,-0.6519216112492594
1144,-0.40577547865981733
1145,-1.122115332406046
1146,-0.9999623913660354
1147,-0.058666707932035544
1148,-0.8509863280151888
1149,-1.2039128025723413
1150,-0.46356057900613346
1151,-0.6239284860360452
1152,-0.6833963149253002
1153,-0.7615564656233533
1154,-1.219492172622163
1155,-0.2436419968530137
1156,-0.007854727280670826
1157,-0.6875187623891132
1158,-0.014872056670680145
1159,0.0798465583870136
1160,-0.994932439666494
1161,-0.5492604803319077
