Terrain,Scanner,Workflow,GT_ID,GT_value,Predicted_value,Error,Absolute_error,SqrtAbsError
Challenging,Dual sensor,RCT,2,26.4,19.4676,-6.932399999999998,6.932399999999998,2.632945119063441
