Terrain,Scanner,Workflow,GT_ID,Tree_ID,segment_id,Attribute,QC_stage,GT_value,Predicted_value,Error,Absolute_error
Intermediate,Single sensor,RCT,25,,0.0,DBH,Post-QC,0.258,0.2358,-0.0222,0.0222
Intermediate,Dual sensor,RCT,25,,0.0,DBH,Post-QC,0.258,0.2352,-0.02280000000000001,0.02280000000000001
Intermediate,Hovermap,RCT,25,,0.0,DBH,Post-QC,0.258,0.2338,-0.0242,0.0242
Intermediate,Single sensor,3DFin,26,14.0,,TH,Post-QC,17.3,18.977721049714198,1.6777210497142008,1.6777210497142008
Intermediate,Dual sensor,3DFin,26,15.0,,TH,Post-QC,17.3,18.71533282436484,1.4153328243648389,1.4153328243648389
Intermediate,Hovermap,3DFin,26,14.0,,TH,Post-QC,17.3,19.03007746931073,1.7300774693107286,1.7300774693107286
Intermediate,Single sensor,RCT,26,,2.0,TH,Post-QC,17.3,19.1381,1.8381000000000007,1.8381000000000007
Intermediate,Dual sensor,RCT,26,,2.0,TH,Post-QC,17.3,18.8382,1.5381999999999998,1.5381999999999998
Intermediate,Hovermap,RCT,26,,2.0,TH,Post-QC,17.3,19.0759,1.7759,1.7759
Intermediate,Single sensor,3DFin,27,4.0,,TH,Post-QC,21.2,20.0604515136006,-1.1395484863993983,1.1395484863993983
Intermediate,Dual sensor,3DFin,27,4.0,,TH,Post-QC,21.2,20.075556966744262,-1.124443033255741,1.124443033255741
Intermediate,Hovermap,3DFin,27,4.0,,TH,Post-QC,21.2,20.423674858831262,-0.7763251411687406,0.7763251411687406
Intermediate,Single sensor,RCT,27,,15.0,TH,Post-QC,21.2,21.5809,0.3809000000000005,0.3809000000000005
Intermediate,Dual sensor,RCT,27,,15.0,TH,Post-QC,21.2,21.4342,0.2342000000000013,0.2342000000000013
Intermediate,Hovermap,RCT,27,,14.0,TH,Post-QC,21.2,21.4771,0.2771000000000008,0.2771000000000008
Intermediate,Single sensor,3DFin,27,4.0,,DBH,Post-QC,0.325,0.3320263116108544,0.007026311610854374,0.007026311610854374
Intermediate,Dual sensor,3DFin,27,4.0,,DBH,Post-QC,0.325,0.3402123357489185,0.015212335748918502,0.015212335748918502
Intermediate,Hovermap,3DFin,27,4.0,,DBH,Post-QC,0.325,0.3399443129111466,0.014944312911146562,0.014944312911146562
Intermediate,Single sensor,RCT,27,,15.0,DBH,Post-QC,0.325,0.307,-0.018000000000000016,0.018000000000000016
Intermediate,Dual sensor,RCT,27,,15.0,DBH,Post-QC,0.325,0.2964,-0.02860000000000001,0.02860000000000001
Intermediate,Hovermap,RCT,27,,14.0,DBH,Post-QC,0.325,0.2822,-0.042800000000000005,0.042800000000000005
Intermediate,Single sensor,3DFin,28,7.0,,DBH,Post-QC,0.263,0.273774348094549,0.010774348094548969,0.010774348094548969
Intermediate,Dual sensor,3DFin,28,7.0,,DBH,Post-QC,0.263,0.2806664971729556,0.017666497172955598,0.017666497172955598
Intermediate,Hovermap,3DFin,28,8.0,,DBH,Post-QC,0.263,0.2781921859969157,0.015192185996915688,0.015192185996915688
Intermediate,Single sensor,RCT,28,,9.0,DBH,Post-QC,0.263,0.2358,-0.0272,0.0272
Intermediate,Dual sensor,RCT,28,,10.0,DBH,Post-QC,0.263,0.2258,-0.03720000000000001,0.03720000000000001
Intermediate,Hovermap,RCT,28,,9.0,DBH,Post-QC,0.263,0.2168,-0.04620000000000002,0.04620000000000002
Intermediate,Single sensor,3DFin,29,13.0,,DBH,Post-QC,0.212,0.2312378499242269,0.01923784992422692,0.01923784992422692
Intermediate,Dual sensor,3DFin,29,13.0,,DBH,Post-QC,0.212,0.2124467835182234,0.00044678351822341483,0.00044678351822341483
Intermediate,Hovermap,3DFin,29,13.0,,DBH,Post-QC,0.212,0.2291482119469066,0.017148211946906602,0.017148211946906602
Intermediate,Single sensor,RCT,29,,7.0,DBH,Post-QC,0.212,0.2148,0.002799999999999997,0.002799999999999997
Intermediate,Dual sensor,RCT,29,,5.0,DBH,Post-QC,0.212,0.2098,-0.0022000000000000075,0.0022000000000000075
Intermediate,Hovermap,RCT,29,,7.0,DBH,Post-QC,0.212,0.174,-0.038000000000000006,0.038000000000000006
Intermediate,Single sensor,3DFin,30,12.0,,TH,Post-QC,19.4,19.33240460239227,-0.06759539760772881,0.06759539760772881
Intermediate,Dual sensor,3DFin,30,11.0,,TH,Post-QC,19.4,19.76307195370955,0.3630719537095501,0.3630719537095501
Intermediate,Hovermap,3DFin,30,12.0,,TH,Post-QC,19.4,19.984896913197,0.584896913197003,0.584896913197003
Intermediate,Single sensor,RCT,30,,23.0,TH,Post-QC,19.4,19.8337,0.43370000000000175,0.43370000000000175
Intermediate,Dual sensor,RCT,30,,8.0,TH,Post-QC,19.4,20.9546,1.5546000000000006,1.5546000000000006
Intermediate,Hovermap,RCT,30,,23.0,TH,Post-QC,19.4,20.561,1.1610000000000014,1.1610000000000014
Intermediate,Single sensor,3DFin,30,12.0,,DBH,Post-QC,0.191,0.1937320532928697,0.002732053292869685,0.002732053292869685
Intermediate,Dual sensor,3DFin,30,11.0,,DBH,Post-QC,0.191,0.2013250476333976,0.010325047633397588,0.010325047633397588
Intermediate,Hovermap,3DFin,30,12.0,,DBH,Post-QC,0.191,0.2002288647686983,0.009228864768698304,0.009228864768698304
Intermediate,Single sensor,RCT,30,,23.0,DBH,Post-QC,0.191,0.1636,-0.027400000000000008,0.027400000000000008
Intermediate,Dual sensor,RCT,30,,8.0,DBH,Post-QC,0.191,0.1536,-0.03740000000000002,0.03740000000000002
Intermediate,Hovermap,RCT,30,,23.0,DBH,Post-QC,0.191,0.1512,-0.0398,0.0398
Intermediate,Single sensor,3DFin,34,1.0,,TH,Post-QC,22.8,21.99074681254828,-0.8092531874517199,0.8092531874517199
Intermediate,Dual sensor,3DFin,34,2.0,,TH,Post-QC,22.8,22.467901593523642,-0.3320984064763621,0.3320984064763621
Intermediate,Hovermap,3DFin,34,2.0,,TH,Post-QC,22.8,22.151477377529012,-0.6485226224709919,0.6485226224709919
Intermediate,Single sensor,RCT,34,,12.0,TH,Post-QC,22.8,22.7669,-0.03310000000000102,0.03310000000000102
Intermediate,Dual sensor,RCT,34,,13.0,TH,Post-QC,22.8,23.2525,0.4525000000000006,0.4525000000000006
Intermediate,Hovermap,RCT,34,,12.0,TH,Post-QC,22.8,23.2274,0.42739999999999867,0.42739999999999867
Intermediate,Single sensor,3DFin,34,1.0,,DBH,Post-QC,0.365,0.3764075692177261,0.01140756921772612,0.01140756921772612
Intermediate,Dual sensor,3DFin,34,2.0,,DBH,Post-QC,0.365,0.3802873862914099,0.01528738629140991,0.01528738629140991
Intermediate,Hovermap,3DFin,34,2.0,,DBH,Post-QC,0.365,0.3786722579418879,0.013672257941887922,0.013672257941887922
Intermediate,Single sensor,RCT,34,,12.0,DBH,Post-QC,0.365,0.3044,-0.06059999999999999,0.06059999999999999
Intermediate,Dual sensor,RCT,34,,13.0,DBH,Post-QC,0.365,0.3108,-0.05419999999999997,0.05419999999999997
Intermediate,Hovermap,RCT,34,,12.0,DBH,Post-QC,0.365,0.3076,-0.057400000000000014,0.057400000000000014
Challenging,Single sensor,3DFin,1,25.0,,DBH,Post-QC,0.379,0.3929851270244376,0.013985127024437605,0.013985127024437605
Challenging,Dual sensor,3DFin,1,29.0,,DBH,Post-QC,0.379,0.384362910674294,0.005362910674294008,0.005362910674294008
Challenging,Hovermap,3DFin,1,29.0,,DBH,Post-QC,0.379,0.39280744578616605,0.013807445786165995,0.013807445786165995
Challenging,Single sensor,RCT,1,,26.0,DBH,Post-QC,0.379,0.3062,-0.07279999999999998,0.07279999999999998
Challenging,Dual sensor,RCT,1,,24.0,DBH,Post-QC,0.379,0.3198,-0.05920000000000002,0.05920000000000002
Challenging,Hovermap,RCT,1,,23.0,DBH,Post-QC,0.379,0.2888,-0.0902,0.0902
Challenging,Single sensor,3DFin,2,26.0,,TH,Post-QC,26.4,25.95295623442875,-0.447043765571248,0.447043765571248
Challenging,Dual sensor,3DFin,2,28.0,,TH,Post-QC,26.4,26.43828381721548,0.038283817215482685,0.038283817215482685
Challenging,Hovermap,3DFin,2,28.0,,TH,Post-QC,26.4,26.556274648404397,0.15627464840440194,0.15627464840440194
Challenging,Single sensor,RCT,2,,19.0,TH,Post-QC,26.4,26.6636,0.2636000000000003,0.2636000000000003
Challenging,Dual sensor,RCT,2,,19.0,TH,Post-QC,26.4,19.4676,-6.932399999999998,6.932399999999998
Challenging,Hovermap,RCT,2,,17.0,TH,Post-QC,26.4,26.9733,0.5732999999999997,0.5732999999999997
Challenging,Single sensor,3DFin,2,26.0,,DBH,Post-QC,0.31,0.3393729580839066,0.029372958083906612,0.029372958083906612
Challenging,Dual sensor,3DFin,2,28.0,,DBH,Post-QC,0.31,0.3354227495196103,0.025422749519610318,0.025422749519610318
Challenging,Hovermap,3DFin,2,28.0,,DBH,Post-QC,0.31,0.334936552502016,0.024936552502015985,0.024936552502015985
Challenging,Single sensor,RCT,2,,19.0,DBH,Post-QC,0.31,0.2427,-0.0673,0.0673
Challenging,Dual sensor,RCT,2,,19.0,DBH,Post-QC,0.31,0.32,0.010000000000000007,0.010000000000000007
Challenging,Hovermap,RCT,2,,17.0,DBH,Post-QC,0.31,0.3144,0.004400000000000015,0.004400000000000015
Challenging,Single sensor,3DFin,3,19.0,,TH,Post-QC,27.0,23.63130652899088,-3.3686934710091205,3.3686934710091205
Challenging,Dual sensor,3DFin,3,25.0,,TH,Post-QC,27.0,24.83018609214253,-2.1698139078574705,2.1698139078574705
Challenging,Hovermap,3DFin,3,23.0,,TH,Post-QC,27.0,25.548938198575396,-1.4510618014246006,1.4510618014246006
Challenging,Single sensor,RCT,3,,20.0,TH,Post-QC,27.0,24.9311,-2.0688999999999997,2.0688999999999997
Challenging,Dual sensor,RCT,3,,17.0,TH,Post-QC,27.0,26.2145,-0.785499999999999,0.785499999999999
Challenging,Hovermap,RCT,3,,16.0,TH,Post-QC,27.0,25.6901,-1.309899999999999,1.309899999999999
Challenging,Single sensor,3DFin,3,19.0,,DBH,Post-QC,0.262,0.2724593913911512,0.010459391391151207,0.010459391391151207
Challenging,Dual sensor,3DFin,3,25.0,,DBH,Post-QC,0.262,0.275115513349364,0.013115513349364005,0.013115513349364005
Challenging,Hovermap,3DFin,3,23.0,,DBH,Post-QC,0.262,0.27664851366177,0.014648513661770004,0.014648513661770004
Challenging,Single sensor,RCT,3,,20.0,DBH,Post-QC,0.262,0.241,-0.02099999999999999,0.02099999999999999
Challenging,Dual sensor,RCT,3,,17.0,DBH,Post-QC,0.262,0.235,-0.027000000000000024,0.027000000000000024
Challenging,Hovermap,RCT,3,,16.0,DBH,Post-QC,0.262,0.1641,-0.0979,0.0979
Challenging,Single sensor,3DFin,5,27.0,,DBH,Post-QC,0.08900000000000001,0.1466040287636955,0.0576040287636955,0.0576040287636955
Challenging,Dual sensor,3DFin,5,30.0,,DBH,Post-QC,0.08900000000000001,0.1210063459371726,0.032006345937172616,0.032006345937172616
Challenging,Hovermap,3DFin,5,30.0,,DBH,Post-QC,0.08900000000000001,0.11701716490965801,0.028017164909658,0.028017164909658
Challenging,Single sensor,RCT,5,,41.0,DBH,Post-QC,0.08900000000000001,0.15,0.060999999999999985,0.060999999999999985
Challenging,Dual sensor,RCT,5,,38.0,DBH,Post-QC,0.08900000000000001,0.1194,0.0304,0.0304
Challenging,Hovermap,RCT,5,,41.0,DBH,Post-QC,0.08900000000000001,0.1186,0.029599999999999987,0.029599999999999987
Challenging,Single sensor,3DFin,6,22.0,,TH,Post-QC,26.1,26.150676868291477,0.05067686829147888,0.05067686829147888
Challenging,Dual sensor,3DFin,6,24.0,,TH,Post-QC,26.1,25.01148948114595,-1.0885105188540507,1.0885105188540507
Challenging,Hovermap,3DFin,6,25.0,,TH,Post-QC,26.1,26.5190241966968,0.4190241966967996,0.4190241966967996
Challenging,Single sensor,RCT,6,,11.0,TH,Post-QC,26.1,26.524,0.4239999999999995,0.4239999999999995
Challenging,Dual sensor,RCT,6,,7.0,TH,Post-QC,26.1,26.7223,0.6222999999999992,0.6222999999999992
Challenging,Hovermap,RCT,6,,10.0,TH,Post-QC,26.1,26.9036,0.8035999999999994,0.8035999999999994
Challenging,Single sensor,3DFin,6,22.0,,DBH,Post-QC,0.425,0.4769553705353858,0.051955370535385785,0.051955370535385785
Challenging,Dual sensor,3DFin,6,24.0,,DBH,Post-QC,0.425,0.4600141595235485,0.035014159523548534,0.035014159523548534
Challenging,Hovermap,3DFin,6,25.0,,DBH,Post-QC,0.425,0.459210992831951,0.034210992831951004,0.034210992831951004
Challenging,Single sensor,RCT,6,,11.0,DBH,Post-QC,0.425,0.4642,0.03920000000000001,0.03920000000000001
Challenging,Dual sensor,RCT,6,,7.0,DBH,Post-QC,0.425,0.4676,0.042600000000000034,0.042600000000000034
Challenging,Hovermap,RCT,6,,10.0,DBH,Post-QC,0.425,0.2715,-0.15349999999999994,0.15349999999999994
Challenging,Single sensor,3DFin,8,16.0,,TH,Post-QC,28.4,23.323284874186577,-5.076715125813418,5.076715125813418
Challenging,Dual sensor,3DFin,8,21.0,,TH,Post-QC,28.4,23.123918613872426,-5.276081386127569,5.276081386127569
Challenging,Hovermap,3DFin,8,20.0,,TH,Post-QC,28.4,23.496124311030602,-4.903875688969401,4.903875688969401
Challenging,Single sensor,RCT,8,,0.0,TH,Post-QC,28.4,23.8554,-4.544599999999999,4.544599999999999
Challenging,Dual sensor,RCT,8,,0.0,TH,Post-QC,28.4,23.8334,-4.5665999999999976,4.5665999999999976
Challenging,Hovermap,RCT,8,,0.0,TH,Post-QC,28.4,24.4758,-3.924199999999999,3.924199999999999
Challenging,Single sensor,3DFin,8,16.0,,DBH,Post-QC,0.392,0.4475494653235814,0.055549465323581404,0.055549465323581404
Challenging,Dual sensor,3DFin,8,21.0,,DBH,Post-QC,0.392,0.4975557470073035,0.10555574700730347,0.10555574700730347
Challenging,Hovermap,3DFin,8,20.0,,DBH,Post-QC,0.392,0.430465185005031,0.03846518500503099,0.03846518500503099
Challenging,Single sensor,RCT,8,,0.0,DBH,Post-QC,0.392,0.4592,0.06719999999999997,0.06719999999999997
Challenging,Dual sensor,RCT,8,,0.0,DBH,Post-QC,0.392,0.3281,-0.06390000000000001,0.06390000000000001
Challenging,Hovermap,RCT,8,,0.0,DBH,Post-QC,0.392,0.262,-0.13,0.13
Challenging,Single sensor,3DFin,9,14.0,,TH,Post-QC,25.1,22.77134138276383,-2.3286586172361723,2.3286586172361723
Challenging,Dual sensor,3DFin,9,15.0,,TH,Post-QC,25.1,25.46773260035001,0.3677326003500099,0.3677326003500099
Challenging,Hovermap,3DFin,9,16.0,,TH,Post-QC,25.1,26.0710009801581,0.9710009801580988,0.9710009801580988
Challenging,Single sensor,RCT,9,,1.0,TH,Post-QC,25.1,25.5944,0.4943999999999989,0.4943999999999989
Challenging,Dual sensor,RCT,9,,1.0,TH,Post-QC,25.1,26.0135,0.9134999999999992,0.9134999999999992
Challenging,Hovermap,RCT,9,,1.0,TH,Post-QC,25.1,26.9065,1.8065,1.8065
Challenging,Single sensor,3DFin,9,14.0,,DBH,Post-QC,0.355,0.3720876609712425,0.01708766097124254,0.01708766097124254
Challenging,Dual sensor,3DFin,9,15.0,,DBH,Post-QC,0.355,0.3770568923913736,0.0220568923913736,0.0220568923913736
Challenging,Hovermap,3DFin,9,16.0,,DBH,Post-QC,0.355,0.36784537137380297,0.012845371373803037,0.012845371373803037
Challenging,Single sensor,RCT,9,,1.0,DBH,Post-QC,0.355,0.2046,-0.15039999999999998,0.15039999999999998
Challenging,Dual sensor,RCT,9,,1.0,DBH,Post-QC,0.355,0.2284,-0.1266,0.1266
Challenging,Hovermap,RCT,9,,1.0,DBH,Post-QC,0.355,0.2262,-0.12879999999999994,0.12879999999999994
Challenging,Single sensor,3DFin,13,2.0,,DBH,Post-QC,0.159,0.1788149542147684,0.019814954214768397,0.019814954214768397
Challenging,Dual sensor,3DFin,13,11.0,,DBH,Post-QC,0.159,0.1766843425351999,0.017684342535199904,0.017684342535199904
Challenging,Hovermap,3DFin,13,1.0,,DBH,Post-QC,0.159,0.180300179011076,0.021300179011076004,0.021300179011076004
Challenging,Single sensor,RCT,13,,6.0,DBH,Post-QC,0.159,0.1652,0.006200000000000011,0.006200000000000011
Challenging,Dual sensor,RCT,13,,31.0,DBH,Post-QC,0.159,0.0877,-0.0713,0.0713
Challenging,Hovermap,RCT,13,,3.0,DBH,Post-QC,0.159,0.1454,-0.0136,0.0136
Challenging,Single sensor,3DFin,14,4.0,,TH,Post-QC,24.7,24.783715215803234,0.08371521580323105,0.08371521580323105
Challenging,Dual sensor,3DFin,14,3.0,,TH,Post-QC,24.7,25.7658569348752,1.0658569348751996,1.0658569348751996
Challenging,Hovermap,3DFin,14,5.0,,TH,Post-QC,24.7,26.3267422765458,1.6267422765458015,1.6267422765458015
Challenging,Single sensor,RCT,14,,10.0,TH,Post-QC,24.7,24.6232,-0.07679999999999865,0.07679999999999865
Challenging,Dual sensor,RCT,14,,5.0,TH,Post-QC,24.7,26.2021,1.5021000000000022,1.5021000000000022
Challenging,Hovermap,RCT,14,,5.0,TH,Post-QC,24.7,26.9253,2.2253000000000007,2.2253000000000007
Challenging,Single sensor,3DFin,14,4.0,,DBH,Post-QC,0.41,0.4112047885678457,0.0012047885678457269,0.0012047885678457269
Challenging,Dual sensor,3DFin,14,3.0,,DBH,Post-QC,0.41,0.40249384329294396,-0.0075061567070559545,0.0075061567070559545
Challenging,Hovermap,3DFin,14,5.0,,DBH,Post-QC,0.41,0.410356462792057,0.00035646279205703285,0.00035646279205703285
Challenging,Single sensor,RCT,14,,10.0,DBH,Post-QC,0.41,0.319,-0.09099999999999996,0.09099999999999996
Challenging,Dual sensor,RCT,14,,5.0,DBH,Post-QC,0.41,0.2492,-0.16079999999999994,0.16079999999999994
Challenging,Hovermap,RCT,14,,5.0,DBH,Post-QC,0.41,0.3025,-0.10749999999999997,0.10749999999999997
Challenging,Single sensor,3DFin,16,15.0,,TH,Post-QC,27.0,23.495367331520352,-3.504632668479651,3.504632668479651
Challenging,Dual sensor,3DFin,16,16.0,,TH,Post-QC,27.0,21.96471807495474,-5.035281925045262,5.035281925045262
Challenging,Hovermap,3DFin,16,17.0,,TH,Post-QC,27.0,23.593856979511,-3.4061430204890013,3.4061430204890013
Challenging,Single sensor,RCT,16,,17.0,TH,Post-QC,27.0,24.723000000000006,-2.276999999999997,2.276999999999997
Challenging,Dual sensor,RCT,16,,15.0,TH,Post-QC,27.0,25.9186,-1.0813999999999986,1.0813999999999986
Challenging,Hovermap,RCT,16,,14.0,TH,Post-QC,27.0,25.834,-1.1660000000000004,1.1660000000000004
Challenging,Single sensor,3DFin,16,15.0,,DBH,Post-QC,0.28,0.3107082994905211,0.030708299490521063,0.030708299490521063
Challenging,Dual sensor,3DFin,16,16.0,,DBH,Post-QC,0.28,0.312491486204031,0.032491486204030966,0.032491486204030966
Challenging,Hovermap,3DFin,16,17.0,,DBH,Post-QC,0.28,0.312224735506382,0.032224735506382,0.032224735506382
Challenging,Single sensor,RCT,16,,17.0,DBH,Post-QC,0.28,0.1658,-0.11420000000000002,0.11420000000000002
Challenging,Dual sensor,RCT,16,,15.0,DBH,Post-QC,0.28,0.2394,-0.040600000000000025,0.040600000000000025
Challenging,Hovermap,RCT,16,,14.0,DBH,Post-QC,0.28,0.2406,-0.03940000000000002,0.03940000000000002
Challenging,Single sensor,3DFin,18,1.0,,TH,Post-QC,20.6,19.32515429526752,-1.2748457047324813,1.2748457047324813
Challenging,Dual sensor,3DFin,18,2.0,,TH,Post-QC,20.6,20.17447862492743,-0.42552137507257015,0.42552137507257015
Challenging,Hovermap,3DFin,18,2.0,,TH,Post-QC,20.6,20.471174262632,-0.1288257373680004,0.1288257373680004
Challenging,Single sensor,RCT,18,,18.0,TH,Post-QC,20.6,20.0895,-0.5105000000000004,0.5105000000000004
Challenging,Dual sensor,RCT,18,,16.0,TH,Post-QC,20.6,20.5909,-0.009100000000000108,0.009100000000000108
Challenging,Hovermap,RCT,18,,15.0,TH,Post-QC,20.6,20.6781,0.07809999999999917,0.07809999999999917
Challenging,Single sensor,3DFin,18,1.0,,DBH,Post-QC,0.221,0.2421485820037796,0.021148582003779587,0.021148582003779587
Challenging,Dual sensor,3DFin,18,2.0,,DBH,Post-QC,0.221,0.2467490347477151,0.025749034747715092,0.025749034747715092
Challenging,Hovermap,3DFin,18,2.0,,DBH,Post-QC,0.221,0.23860707723456195,0.01760707723456201,0.01760707723456201
Challenging,Single sensor,RCT,18,,18.0,DBH,Post-QC,0.221,0.2606,0.0396,0.0396
Challenging,Dual sensor,RCT,18,,16.0,DBH,Post-QC,0.221,0.251,0.03,0.03
Challenging,Hovermap,RCT,18,,15.0,DBH,Post-QC,0.221,0.2442,0.0232,0.0232
Challenging,Single sensor,3DFin,19,10.0,,TH,Post-QC,28.5,25.204860855677598,-3.2951391443223983,3.2951391443223983
Challenging,Dual sensor,3DFin,19,6.0,,TH,Post-QC,28.5,25.05045881770254,-3.4495411822974593,3.4495411822974593
Challenging,Hovermap,3DFin,19,9.0,,TH,Post-QC,28.5,25.3669403305913,-3.1330596694086985,3.1330596694086985
Challenging,Single sensor,RCT,19,,24.0,TH,Post-QC,28.5,25.8867,-2.6132999999999993,2.6132999999999993
Challenging,Dual sensor,RCT,19,,21.0,TH,Post-QC,28.5,25.9678,-2.5322,2.5322
Challenging,Hovermap,RCT,19,,20.0,TH,Post-QC,28.5,25.898000000000003,-2.6019999999999968,2.6019999999999968
Challenging,Single sensor,3DFin,19,10.0,,DBH,Post-QC,0.32,0.343267440518177,0.02326744051817697,0.02326744051817697
Challenging,Dual sensor,3DFin,19,6.0,,DBH,Post-QC,0.32,0.346970120371653,0.02697012037165297,0.02697012037165297
Challenging,Hovermap,3DFin,19,9.0,,DBH,Post-QC,0.32,0.329156741650749,0.00915674165074898,0.00915674165074898
Challenging,Single sensor,RCT,19,,24.0,DBH,Post-QC,0.32,0.3066,-0.013400000000000023,0.013400000000000023
Challenging,Dual sensor,RCT,19,,21.0,DBH,Post-QC,0.32,0.2902,-0.029799999999999993,0.029799999999999993
Challenging,Hovermap,RCT,19,,20.0,DBH,Post-QC,0.32,0.2634,-0.05659999999999999,0.05659999999999999
Challenging,Single sensor,3DFin,20,11.0,,TH,Post-QC,23.3,23.52228838433703,0.22228838433703046,0.22228838433703046
Challenging,Dual sensor,3DFin,20,9.0,,TH,Post-QC,23.3,24.28873590393557,0.98873590393557,0.98873590393557
Challenging,Hovermap,3DFin,20,11.0,,TH,Post-QC,23.3,24.5545934471212,1.2545934471211986,1.2545934471211986
Challenging,Single sensor,RCT,20,,29.0,TH,Post-QC,23.3,24.5491,1.2490999999999983,1.2490999999999983
Challenging,Dual sensor,RCT,20,,27.0,TH,Post-QC,23.3,25.2272,1.9271999999999991,1.9271999999999991
Challenging,Hovermap,RCT,20,,26.0,TH,Post-QC,23.3,24.7128,1.4128000000000007,1.4128000000000007
Challenging,Single sensor,3DFin,20,11.0,,DBH,Post-QC,0.348,0.3737416578002283,0.0257416578002283,0.0257416578002283
Challenging,Dual sensor,3DFin,20,9.0,,DBH,Post-QC,0.348,0.4368596560121264,0.08885965601212642,0.08885965601212642
Challenging,Hovermap,3DFin,20,11.0,,DBH,Post-QC,0.348,0.3777182671119729,0.029718267111973007,0.029718267111973007
Challenging,Single sensor,RCT,20,,29.0,DBH,Post-QC,0.348,0.2884,-0.059599999999999986,0.059599999999999986
Challenging,Dual sensor,RCT,20,,27.0,DBH,Post-QC,0.348,0.319,-0.02899999999999997,0.02899999999999997
Challenging,Hovermap,RCT,20,,26.0,DBH,Post-QC,0.348,0.2682,-0.07979999999999997,0.07979999999999997
Challenging,Single sensor,3DFin,26,21.0,,DBH,Post-QC,0.23399999999999999,0.2503035264367184,0.01630352643671837,0.01630352643671837
Challenging,Dual sensor,3DFin,26,22.0,,DBH,Post-QC,0.23399999999999999,0.2553262450591902,0.0213262450591902,0.0213262450591902
Challenging,Hovermap,3DFin,26,22.0,,DBH,Post-QC,0.23399999999999999,0.246054648374298,0.012054648374297984,0.012054648374297984
Challenging,Single sensor,RCT,26,,32.0,DBH,Post-QC,0.234,0.297,0.063,0.063
Challenging,Dual sensor,RCT,26,,30.0,DBH,Post-QC,0.234,0.2588,0.024799999999999992,0.024799999999999992
Challenging,Hovermap,RCT,26,,29.0,DBH,Post-QC,0.234,0.2472,0.013200000000000016,0.013200000000000016
Challenging,Single sensor,3DFin,28,20.0,,TH,Post-QC,28.9,24.441184531498646,-4.458815468501348,4.458815468501348
Challenging,Dual sensor,3DFin,28,23.0,,TH,Post-QC,28.9,26.15949558686987,-2.740504413130129,2.740504413130129
Challenging,Hovermap,3DFin,28,24.0,,TH,Post-QC,28.9,26.470761949542304,-2.4292380504576983,2.4292380504576983
Challenging,Single sensor,RCT,28,,27.0,TH,Post-QC,28.9,26.1939,-2.7060999999999997,2.7060999999999997
Challenging,Dual sensor,RCT,28,,25.0,TH,Post-QC,28.9,26.7291,-2.1709,2.1709
Challenging,Hovermap,RCT,28,,24.0,TH,Post-QC,28.9,26.9704,-1.9295999999999967,1.9295999999999967
Challenging,Single sensor,3DFin,28,20.0,,DBH,Post-QC,0.436,0.4987021462227905,0.06270214622279052,0.06270214622279052
Challenging,Dual sensor,3DFin,28,23.0,,DBH,Post-QC,0.436,0.4659418600159854,0.029941860015985425,0.029941860015985425
Challenging,Hovermap,3DFin,28,24.0,,DBH,Post-QC,0.436,0.462793945850258,0.026793945850258016,0.026793945850258016
Challenging,Single sensor,RCT,28,,27.0,DBH,Post-QC,0.436,0.4278,-0.008199999999999985,0.008199999999999985
Challenging,Dual sensor,RCT,28,,25.0,DBH,Post-QC,0.436,0.434,-0.0020000000000000018,0.0020000000000000018
Challenging,Hovermap,RCT,28,,24.0,DBH,Post-QC,0.436,0.416,-0.01999999999999996,0.01999999999999996
Challenging,Single sensor,3DFin,29,23.0,,TH,Post-QC,26.6,26.408818152727452,-0.19118184727255286,0.19118184727255286
Challenging,Dual sensor,3DFin,29,26.0,,TH,Post-QC,26.6,26.81911203424036,0.2191120342403572,0.2191120342403572
Challenging,Hovermap,3DFin,29,26.0,,TH,Post-QC,26.6,26.4630067836698,-0.13699321633020034,0.13699321633020034
Challenging,Single sensor,RCT,29,,30.0,TH,Post-QC,26.6,26.9813,0.3812999999999995,0.3812999999999995
Challenging,Dual sensor,RCT,29,,28.0,TH,Post-QC,26.6,25.2122,-1.387800000000002,1.387800000000002
Challenging,Hovermap,RCT,29,,27.0,TH,Post-QC,26.6,26.5483,-0.0517000000000003,0.0517000000000003
Challenging,Single sensor,3DFin,29,23.0,,DBH,Post-QC,0.22,0.2493658889254767,0.029365888925476705,0.029365888925476705
Challenging,Dual sensor,3DFin,29,26.0,,DBH,Post-QC,0.22,0.2494286903811332,0.029428690381133188,0.029428690381133188
Challenging,Hovermap,3DFin,29,26.0,,DBH,Post-QC,0.22,0.237095237031842,0.017095237031841987,0.017095237031841987
Challenging,Single sensor,RCT,29,,30.0,DBH,Post-QC,0.22,0.2146,-0.005399999999999988,0.005399999999999988
Challenging,Dual sensor,RCT,29,,28.0,DBH,Post-QC,0.22,0.2212,0.0012000000000000064,0.0012000000000000064
Challenging,Hovermap,RCT,29,,27.0,DBH,Post-QC,0.22,0.188,-0.032,0.032
Challenging,Single sensor,3DFin,30,24.0,,TH,Post-QC,26.7,25.96702890835759,-0.7329710916424084,0.7329710916424084
Challenging,Dual sensor,3DFin,30,27.0,,TH,Post-QC,26.7,26.742198819425177,0.042198819425181,0.042198819425181
Challenging,Hovermap,3DFin,30,27.0,,TH,Post-QC,26.7,27.100760886041698,0.40076088604170224,0.40076088604170224
