Terrain,Scanner,segment_id,GT_ID,GT_TH,before_TH,after_TH,before_TH_error,after_TH_error,before_TH_abs_error,after_TH_abs_error,TH_delta_abs_error,GT_DBH,before_DBH,after_DBH,before_DBH_error,after_DBH_error,before_DBH_abs_error,after_DBH_abs_error,DBH_delta_abs_error,attribute_value_source,source_clean_file
Easy,Hovermap,3,20,22.5,26.7376,26.7731,4.2376000000000005,4.2730999999999995,4.2376000000000005,4.2730999999999995,0.03549999999999898,0.45299999999999996,0.3348,0.335,-0.11819999999999997,-0.11799999999999994,0.11819999999999997,0.11799999999999994,-0.00020000000000003348,cleaned,
Easy,Hovermap,4,17,16.8,19.9685,19.9685,3.168499999999998,3.168499999999998,3.168499999999998,3.168499999999998,0.0,0.35100000000000003,0.2558,0.2558,-0.0952,-0.0952,0.0952,0.0952,0.0,original,
Easy,Hovermap,5,27,30.5,30.9453,31.0388,0.4452999999999996,0.5387999999999984,0.4452999999999996,0.5387999999999984,0.0934999999999988,0.488,0.4086,0.4098,-0.07939999999999997,-0.07819999999999999,0.07939999999999997,0.07819999999999999,-0.0011999999999999789,cleaned,
Easy,Hovermap,7,6,27.7,27.3759,27.3759,-0.32409999999999783,-0.32409999999999783,0.32409999999999783,0.32409999999999783,0.0,0.631,0.3966,0.3966,-0.2344,-0.2344,0.2344,0.2344,0.0,original,
Easy,Hovermap,8,33,27.8,29.5962,29.5962,1.796199999999999,1.796199999999999,1.796199999999999,1.796199999999999,0.0,0.596,0.4626,0.4626,-0.13339999999999996,-0.13339999999999996,0.13339999999999996,0.13339999999999996,0.0,original,
Easy,Hovermap,9,34,25.2,27.6762,27.6762,2.476200000000002,2.476200000000002,2.476200000000002,2.476200000000002,0.0,0.5489999999999999,0.45,0.45,-0.09899999999999992,-0.09899999999999992,0.09899999999999992,0.09899999999999992,0.0,original,
Easy,Hovermap,10,31,23.9,25.5858,25.5858,1.6858000000000004,1.6858000000000004,1.6858000000000004,1.6858000000000004,0.0,0.5579999999999999,0.4344,0.4344,-0.12359999999999993,-0.12359999999999993,0.12359999999999993,0.12359999999999993,0.0,original,
Intermediate,Single sensor,14,1,21.2,21.886999999999997,21.886999999999997,0.6869999999999976,0.6869999999999976,0.6869999999999976,0.6869999999999976,0.0,0.34,0.2764,0.2764,-0.06360000000000005,-0.06360000000000005,0.06360000000000005,0.06360000000000005,0.0,original,
Intermediate,Single sensor,18,2,20.0,21.4857,21.4857,1.4857000000000014,1.4857000000000014,1.4857000000000014,1.4857000000000014,0.0,0.24100000000000002,0.2092,0.2092,-0.03180000000000002,-0.03180000000000002,0.03180000000000002,0.03180000000000002,0.0,original,
Intermediate,Single sensor,20,4,21.0,22.2764,22.2764,1.2763999999999989,1.2763999999999989,1.2763999999999989,1.2763999999999989,0.0,0.263,0.2616,0.2616,-0.0014000000000000123,-0.0014000000000000123,0.0014000000000000123,0.0014000000000000123,0.0,original,
Intermediate,Single sensor,22,5,21.5,22.3674,22.3674,0.8674,0.8674,0.8674,0.8674,0.0,0.332,0.3078,0.3078,-0.0242,-0.0242,0.0242,0.0242,0.0,original,
Intermediate,Single sensor,17,8,20.4,21.7277,21.7277,1.3277,1.3277,1.3277,1.3277,0.0,0.21600000000000003,0.1878,0.1878,-0.02820000000000003,-0.02820000000000003,0.02820000000000003,0.02820000000000003,0.0,original,
Intermediate,Single sensor,16,9,21.0,21.9188,21.9188,0.918800000000001,0.918800000000001,0.918800000000001,0.918800000000001,0.0,0.28600000000000003,0.294,0.294,0.007999999999999952,0.007999999999999952,0.007999999999999952,0.007999999999999952,0.0,original,
Intermediate,Single sensor,19,11,22.0,22.7064,22.7064,0.7063999999999986,0.7063999999999986,0.7063999999999986,0.7063999999999986,0.0,0.20600000000000002,0.1946,0.1946,-0.011400000000000021,-0.011400000000000021,0.011400000000000021,0.011400000000000021,0.0,original,
Intermediate,Single sensor,13,14,19.5,21.7342,19.8651,2.2342000000000013,0.36510000000000176,2.2342000000000013,0.36510000000000176,-1.8690999999999995,0.233,0.2196,0.2434,-0.013400000000000023,0.010399999999999993,0.013400000000000023,0.010399999999999993,-0.0030000000000000304,cleaned,INT_J_13_GT14_clean.ply
Intermediate,Single sensor,11,15,19.8,20.953000000000003,20.0634,1.1530000000000022,0.26340000000000074,1.1530000000000022,0.26340000000000074,-0.8896000000000015,0.257,0.2188,0.2522,-0.03820000000000001,-0.0048000000000000265,0.03820000000000001,0.0048000000000000265,-0.033399999999999985,cleaned,INT_J_11_GT15_clean.ply
Intermediate,Single sensor,5,16,18.0,20.8254,18.9473,2.8253999999999984,0.9472999999999985,2.8253999999999984,0.9472999999999985,-1.8780999999999999,0.18,0.1714,0.1958,-0.008599999999999997,0.01580000000000001,0.008599999999999997,0.01580000000000001,0.007200000000000012,cleaned,INT_J_5_GT16_clean.ply
Intermediate,Single sensor,8,17,21.8,21.3998,21.3998,-0.40020000000000167,-0.40020000000000167,0.40020000000000167,0.40020000000000167,0.0,0.33899999999999997,0.3022,0.3022,-0.036799999999999944,-0.036799999999999944,0.036799999999999944,0.036799999999999944,0.0,original,
Intermediate,Single sensor,3,19,21.4,22.1843,21.4608,0.7843000000000018,0.06080000000000041,0.7843000000000018,0.06080000000000041,-0.7235000000000014,0.307,0.2656,0.3,-0.04139999999999999,-0.007000000000000006,0.04139999999999999,0.007000000000000006,-0.034399999999999986,cleaned,INT_J_3_GT19_clean.ply
Intermediate,Single sensor,1,20,20.5,20.7174,20.7174,0.21740000000000137,0.21740000000000137,0.21740000000000137,0.21740000000000137,0.0,0.349,0.2992,0.2992,-0.049799999999999955,-0.049799999999999955,0.049799999999999955,0.049799999999999955,0.0,original,
Intermediate,Single sensor,6,22,21.3,21.9969,21.9969,0.6968999999999994,0.6968999999999994,0.6968999999999994,0.6968999999999994,0.0,0.325,0.311,0.311,-0.014000000000000012,-0.014000000000000012,0.014000000000000012,0.014000000000000012,0.0,original,
Intermediate,Single sensor,4,23,19.7,21.3048,21.3048,1.604800000000001,1.604800000000001,1.604800000000001,1.604800000000001,0.0,0.278,0.2654,0.2654,-0.0126,-0.0126,0.0126,0.0126,0.0,original,
