Terrain,Scanner,GT_ID,Tree_ID,Attribute,Stage,GT_value,Predicted_value,Error,Absolute_error,ID_confidence,TH_validated
Challenging,Single sensor,18,1,DBH,Post-QC,0.221,0.2421485820037796,0.021148582003779587,0.021148582003779587,HIGH,
Challenging,Dual sensor,18,2,TH,Pre-TH-QC,20.6,20.17447862492743,-0.42552137507257015,0.42552137507257015,HIGH,True
Challenging,Dual sensor,18,2,TH,Post-QC,20.6,20.17447862492743,-0.42552137507257015,0.42552137507257015,HIGH,True
Challenging,Dual sensor,18,2,DBH,Pre-TH-QC,0.221,0.2467490347477151,0.02574903474771509,0.02574903474771509,HIGH,
Challenging,Dual sensor,18,2,DBH,Post-QC,0.221,0.2467490347477151,0.02574903474771509,0.02574903474771509,HIGH,
Challenging,Hovermap,18,2,TH,Pre-TH-QC,20.6,20.471174262632,-0.1288257373680004,0.1288257373680004,HIGH,True
Challenging,Hovermap,18,2,TH,Post-QC,20.6,20.471174262632,-0.1288257373680004,0.1288257373680004,HIGH,True
Challenging,Hovermap,18,2,DBH,Pre-TH-QC,0.221,0.238607077234562,0.017607077234562007,0.017607077234562007,HIGH,
Challenging,Hovermap,18,2,DBH,Post-QC,0.221,0.238607077234562,0.017607077234562007,0.017607077234562007,HIGH,
Challenging,Single sensor,19,10,TH,Pre-TH-QC,28.5,25.2048608556776,-3.2951391443223983,3.2951391443223983,HIGH,True
Challenging,Single sensor,19,10,TH,Post-QC,28.5,25.2048608556776,-3.2951391443223983,3.2951391443223983,HIGH,True
Challenging,Single sensor,19,10,DBH,Pre-TH-QC,0.32,0.343267440518177,0.023267440518176974,0.023267440518176974,HIGH,
Challenging,Single sensor,19,10,DBH,Post-QC,0.32,0.343267440518177,0.023267440518176974,0.023267440518176974,HIGH,
Challenging,Dual sensor,19,6,TH,Pre-TH-QC,28.5,25.05045881770254,-3.449541182297459,3.449541182297459,HIGH,True
Challenging,Dual sensor,19,6,TH,Post-QC,28.5,25.05045881770254,-3.449541182297459,3.449541182297459,HIGH,True
Challenging,Dual sensor,19,6,DBH,Pre-TH-QC,0.32,0.346970120371653,0.026970120371652972,0.026970120371652972,HIGH,
Challenging,Dual sensor,19,6,DBH,Post-QC,0.32,0.346970120371653,0.026970120371652972,0.026970120371652972,HIGH,
Challenging,Hovermap,19,9,TH,Pre-TH-QC,28.5,25.3669403305913,-3.1330596694086985,3.1330596694086985,HIGH,True
