Tree_ID_raw,TH,DBH,X,Y,Tree_ID,Terrain,Scanner,source_file,GT_ID,detection_status,represented_GT_IDs,is_undersegmented,QC_class,QC_note,valid_individual_detection,genuine_unreferenced,invalid_detection
T13,24.65419868627495,0.09335021855883337,20.20482023445967,2.427762193289908,13,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T14,8.871809766740455,0.0,14.18385752620747,-2.020458042128479,14,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T15,25.46773260035001,0.3770568923913736,13.35600869176911,-2.684761911641388,15,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,9.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T16,21.96471807495474,0.312491486204031,21.39195901252063,0.4857728688237117,16,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,16.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T17,24.89323125461758,0.07695363009262905,23.4902219167468,1.870641224037313,17,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T18,24.4214841902092,0.3414507908117594,17.43077020803961,-7.710701433096781,18,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,,,7;32,True,undersegmented_GT_trees,Single 3DFin candidate represents multiple GT trees,False,False,True
T19,27.06704531724138,0.5016475827327792,24.99009599415596,-2.874976025136086,19,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,,,23;24,True,undersegmented_GT_trees,Single 3DFin candidate represents multiple GT trees,False,False,True
T20,25.69293253756934,0.2953753640486732,29.07980761178899,-2.622088598338819,20,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,25.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T21,23.12391861387243,0.4975557470073035,11.72604218569303,-7.867099186932624,21,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,8.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T22,20.42232978639115,0.2553262450591902,33.37502428395925,-4.391260391167704,22,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,26.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T23,26.15949558686987,0.4659418600159854,29.56340233416155,-5.575191163756577,23,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,28.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T24,25.01148948114595,0.4600141595235485,19.22847214942678,-11.20839110927608,24,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,6.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T25,24.83018609214253,0.275115513349364,23.7461476847353,-8.419535816133484,25,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,3.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T26,26.81911203424036,0.2494286903811332,31.9829878068434,-7.175654472091979,26,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,29.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T27,26.74219881942518,0.3990773278566414,32.75421662684587,-9.532449037769027,27,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,30.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T28,26.43828381721548,0.3354227495196103,24.49016472830463,-13.987749293817,28,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,2.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T29,24.59788706440515,0.384362910674294,27.45120849024722,-13.06049907897854,29,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,1.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T30,23.75781739537799,0.1210063459371726,24.54391607290157,-14.73237384555092,30,Challenging,Dual sensor,15_20531271_n_ch_dvojskener_orezane.xlsx,5.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T1,20.47117039802963,0.2386070300675406,23.06798974032101,8.176416296620813,1,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,13.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T2,10.2435698270652,0.1803268157240137,16.62646702511939,5.987725674825338,2,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,18.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T3,25.98383690477047,0.1640688578126618,20.52078380244821,6.24509713159164,3,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,35;36,True,undersegmented_GT_trees,Single 3DFin candidate represents multiple GT trees,False,False,True
T4,26.36164889375464,0.4120195768304327,17.83435280549626,5.469057075163377,4,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,37.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T5,24.21660052128047,0.09589859659895994,26.28967957404417,8.113928589356895,5,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,14.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T6,24.69138473794726,0.1751876183842468,12.94540798311318,3.173688677132306,6,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,34.0,detected_ambiguous_identity,,,detected_ambiguous_identity,Distinct GT33/GT34 tree instance; exact GT identity uncertain,True,False,False
T7,26.66000945379472,0.4551366129911215,13.40774081787121,1.478993314678728,7,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,33.0,detected_ambiguous_identity,,,detected_ambiguous_identity,Distinct GT33/GT34 tree instance; exact GT identity uncertain,True,False,False
T8,21.79549911273136,0.08311518152911655,18.91132197379795,3.711732306754822,8,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T9,14.56986087504622,0.06311687551602843,18.59926932616865,3.831106995550067,9,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,19.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T10,25.34088922198001,0.3340843961335105,25.40018469704278,3.400506069439761,10,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T11,24.55211775310335,0.3776440733695252,29.55696479336154,4.439690609668487,11,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,20.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T12,25.35767572610765,0.08655380434820185,29.03115499736486,4.339161442505034,12,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T13,25.21673326727392,0.06663714465050488,19.91659064270729,1.698654437463706,13,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T14,25.03851257199661,0.05404647281234759,23.47894218294586,1.872606728416361,14,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T15,10.09391030588945,0.0851779911132545,14.17829528079249,-2.030154891861706,15,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,,,genuine_unrecorded_tree,Manually reviewed genuine tree absent from GT inventory,False,True,False
T16,26.08299948332638,0.3644694600401844,13.36642131624333,-2.688245378073891,16,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,9.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T17,23.60859055197078,0.3045544865271492,21.38198746458634,0.4870558403442828,17,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,16.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T18,23.76611640977523,0.3260169859048651,17.44476545606692,-7.701812685978155,18,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,7;32,True,undersegmented_GT_trees,Single 3DFin candidate represents multiple GT trees,False,False,True
T19,27.66443036506266,0.0,25.01731681524581,-2.80798144493313,19,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,,,23;24,True,undersegmented_GT_trees,Single 3DFin candidate represents multiple GT trees,False,False,True
T20,26.0631449982012,0.2890106780228626,29.06732348701325,-2.619571071064829,20,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,8.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T21,23.44481330729511,0.4557983033790436,11.690606155013,-7.871391664060468,21,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,25.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T22,25.35550806182371,0.246054640466465,33.36189920383501,-4.383894377012894,22,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,26.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T23,25.5323627751889,0.2760350868132561,23.74739550195964,-8.408694602473599,23,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,3.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T24,26.47076440666354,0.4627701287949902,29.55334807758376,-5.571609853438986,24,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,28.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T25,26.52521877003176,0.4585969936696249,19.23749463841477,-11.1948908316578,25,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,6.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T26,26.45891720134418,0.2372955370115243,31.97239093918768,-7.166443184008479,26,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,29.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T27,27.10467921577011,0.3918376646565397,32.74304317252156,-9.519351800908161,27,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,30.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T28,26.55623406114439,0.334936496318027,24.4858947041898,-13.9796825363668,28,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,2.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T29,25.48875411207422,0.3928074294239989,27.45148763565087,-13.05069588101901,29,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,1.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
T30,24.24069616860579,0.1170173374991112,24.53344175057931,-14.71738552439368,30,Challenging,Hovermap,15_20531271_n_ch_hovermap_orezane.xlsx,5.0,detected_individual,,,validated_primary_match,Distinct 3DFin candidate with an unambiguous GT match,True,False,False
